Item Description,GTIN,Pack Type,Price,UOM,Category
ONION PEARL WHITE      12/10OZ,10840501977008,12/10OZ,$37.95,CS,ONIONS
ONION PEARL WHITE PEELE 4/5 LB,10840501991561,4/5 LB,$89.70,CS,ONIONS
ONION PEARL WHITE PEELED  5 LB,10840501991639,5 LB,$30.70,CS,ONIONS
ONION RED DICED 1     5LB 5 LB,10840501901690,5 LB,$19.50,CS,PROCESSED
ONION RED DICED 1/2       5 LB,00840501905349,5 LB,$15.29,EA,PROCESSED
ONION RED DICED 1/2     4X5 LB,10840501905278,4X5 LB,$48.40,CS,PROCESSED
ONION RED DICED 1/4       5 LB,00840501921554,5 LB,$15.29,EA,PROCESSED
ONION RED DICED 1/4     4X5 LB,10840501947544,4X5 LB,$48.40,CS,PROCESSED
ONION RED DICED 1X1     4X5 LB,10840501976643,4X5 LB,$78.20,CS,PROCESSED
ONION RED JULIENNE        5 LB,00840501930396,5 LB,$15.26,EA,PROCESSED
ONION RED JULIENNE      4X5 LB,10840501918995,4X5 LB,$48.30,CS,PROCESSED
ONION RED JUMBO           5 LB,00840501992851,5 LB,$7.74,EA,ONIONS
ONION RED JUMBO          25 LB,10840501926686,25 LB,$21.02,CS,ONIONS
ONION RED JUMBO (25  HALF CASE,00840501969310,HALF CASE,$12.91,EA,ONIONS
ONION RED JUMBO SWEET    40 LB,,40 LB,,CS,ONIONS
ONION RED MEDIUM         25 LB,10840501926754,25 LB,$19.15,CS,ONIONS
ONION RED PEELED          5 LB,00840501930600,5 LB,$14.29,EA,PROCESSED
ONION RED PEELED        4X5 LB,10840501901133,4X5 LB,$44.40,CS,PROCESSED
ONION RED RING 1/2        5 LB,00840501934738,5 LB,$19.79,EA,PROCESSED
ONION RED RING 1/2      4X5 LB,10840501934803,4X5 LB,$66.40,CS,PROCESSED
ONION RED RING 1/4        5 LB,00840501930464,5 LB,$22.29,EA,PROCESSED
ONION RED RING 1/4      4X5 LB,10840501995378,4X5 LB,$76.40,CS,PROCESSED
ONION RED RING 1/4  W/  4X5 LB,10840501945557,4X5 LB,$66.40,CS,PROCESSED
ONION RED RING 1/8        5 LB,00840501968962,5 LB,$19.79,EA,PROCESSED
ONION RED RING 1/8      4X5 LB,10840501920875,4X5 LB,$66.40,CS,PROCESSED
ONION RED SLICED 1/4      5 LB,00840501930532,5 LB,$15.26,EA,PROCESSED
ONION RED SLICED 1/4    4X5 LB,10840501928345,4X5 LB,$48.30,CS,PROCESSED
ONION RED SLIVER          5 LB,00840501936190,5 LB,$15.29,EA,PROCESSED
ONION RED SLIVER        4X5 LB,10840501936029,4X5 LB,$48.40,CS,PROCESSED
ONION SUPER SWEET        40 LB,10840501955235,40 LB,$49.20,EA,ONIONS
ONION SWEET PERUVIAN     40 LB,10840501905711,40 LB,$39.20,CS,ONIONS
ONION WHITE DICED 1/2     5 LB,00840501977322,5 LB,$15.29,EA,PROCESSED
ONION WHITE DICED 1/2   4X5 LB,10840501977251,4X5 LB,$48.40,CS,PROCESSED
ONION WHITE DICED 3/8   4X5 LB,10840501978852,4X5 LB,$48.40,CS,PROCESSED
ONION WHITE JULIENNE      5 LB,00840501903505,5 LB,$15.26,EA,PROCESSED
ONION WHITE JULIENNE    4X5 LB,10840501952869,4X5 LB,$48.30,CS,PROCESSED
ONION WHITE JUMBO         1 CT,00840501909866,1 CT,$4.64,EA,ONIONS
ONION WHITE JUMBO         5 LB,00840501907930,5 LB,$6.33,EA,ONIONS
ONION WHITE JUMBO        10 LB,00840501992929,10 LB,$8.35,EA,ONIONS
ONION WHITE JUMBO        50 LB,10840501926440,50 LB,$33.23,CS,ONIONS
ONION WHITE JUMBO (5 HALF CASE,00840501969242,HALF CASE,$14.43,EA,ONIONS
ONION WHITE MEDIUM       50 LB,10840501926518,50 LB,$24.70,CS,ONIONS
ONION WHITE PEELED      4X5 LB,10840501928581,4X5 LB,$43.10,CS,PROCESSED
ONION WHITE RING 1/4    4X5 LB,10840501932373,4X5 LB,$36.40,CS,PROCESSED
ONION WHITE SLICED 1/4  4X5 LB,10840501989438,4X5 LB,$66.40,CS,PROCESSED
ONION WHITE SLICED 1/4  W 5 LB,00840501928652,5 LB,$19.79,EA,PROCESSED
ONION YELLOW COLOSSA HALF CASE,00840501969174,HALF CASE,$12.33,EA,ONIONS
ONION YELLOW COLOSSAL     1 LB,00840501938262,1 LB,$4.62,LB,ONIONS
ONION YELLOW COLOSSAL    50 LB,10840501926372,50 LB,$20.50,CS,ONIONS
ONION YELLOW DICED 1/2    5 LB,00840501966128,5 LB,$13.79,EA,PROCESSED
ONION YELLOW DICED 1/2  4X5 LB,10840501938245,4X5 LB,$42.40,CS,PROCESSED
ONION YELLOW DICED 1/4    5 LB,00840501976332,5 LB,$13.79,EA,PROCESSED
ONION YELLOW DICED 1/4  4X5 LB,10840501976261,4X5 LB,$42.40,CS,PROCESSED
ONION YELLOW DICED 1X1    5 LB,00840501966050,5 LB,$13.79,EA,PROCESSED
ONION YELLOW DICED 1X1' 4X5 LB,10840501943263,4X5 LB,$42.40,CS,PROCESSED
ONION YELLOW DICED 3/4    5 LB,00840501957362,5 LB,$14.14,EA,PROCESSED
ONION YELLOW DICED 3/4  4X5 LB,10840501957291,4X5 LB,$43.80,CS,PROCESSED
ONION YELLOW DICED 3/8    5 LB,00840501949688,5 LB,$15.54,EA,PROCESSED
ONION YELLOW DICED 3/8  4X5 LB,10840501995446,4X5 LB,$35.36,CS,PROCESSED
ONION YELLOW JULIENNE     5 LB,00840501949992,5 LB,$13.79,EA,PROCESSED
ONION YELLOW JULIENNE   4X5 LB,10840501912719,4X5 LB,$42.40,CS,PROCESSED
ONION YELLOW JUMBO        1 CT,00840501909798,1 CT,$4.65,EA,ONIONS
ONION YELLOW JUMBO        5 LB,00840501900832,5 LB,$5.86,EA,ONIONS
ONION YELLOW JUMBO       10 LB,00840501993087,10 LB,$7.41,EA,ONIONS
ONION YELLOW JUMBO       50 LB,10840501926136,50 LB,$26.48,CS,ONIONS
ONION YELLOW JUMBO 5 HALF CASE,00840501969006,HALF CASE,$14.82,EA,ONIONS
ONION YELLOW MED WHOLE  4X5 LB,10840501932908,4X5 LB,$29.20,CS,PROCESSED
ONION YELLOW MED WHOLE PE 5 LB,00840501994220,5 LB,$10.49,EA,PROCESSED
ONION YELLOW MEDIUM      50 LB,10840501926204,50 LB,$19.50,CS,ONIONS
ONION YELLOW RING 1/16    5 LB,00840501951322,5 LB,$18.54,EA,PROCESSED
ONION YELLOW RING 1/16  4X5 LB,10840501951497,4X5 LB,$61.40,CS,PROCESSED
ONION YELLOW RING 1/2     5 LB,00840501959977,5 LB,$18.54,EA,PROCESSED
ONION YELLOW RING 1/2   4X5 LB,10840501935343,4X5 LB,$61.40,CS,PROCESSED
ONION YELLOW RING 1/4   4X5 LB,10840501942976,4X5 LB,$61.40,CS,PROCESSED
ONION YELLOW RING 1/4  W/ 5 LB,00840501979234,5 LB,$18.54,EA,PROCESSED
ONION YELLOW RING 1/8     5 LB,00840501951186,5 LB,$18.54,EA,PROCESSED
ONION YELLOW RING 1/8   4X5 LB,10840501951015,4X5 LB,$61.40,CS,PROCESSED
ONION YELLOW RING 3/8   4X5 LB,10840501983719,4X5 LB,$61.40,CS,PROCESSED
ONION YELLOW SLICED       5 LB,00840501954613,5 LB,$16.53,EA,PROCESSED
ONION YELLOW SLICED     4X5 LB,10840501970696,4X5 LB,$53.35,CS,PROCESSED
ONION YELLOW SLIVER       5 LB,00840501936336,5 LB,$13.79,EA,PROCESSED
ONION YELLOW SLIVER     4X5 LB,10840501936265,4X5 LB,$42.40,CS,PROCESSED
ONION YELLOW SWEET 1015   1 LB,00840501953494,1 LB,$5.17,LB,ONIONS
ORANGE                    5 LB,00840501933816,5 LB,$8.21,EA,CITRUS
ORANGE                   12 CT,00840501944331,12 CT,$8.76,EA,CITRUS
ORANGE                   88 CT,10840501927430,88 CT,$35.27,CS,CITRUS
ORANGE                   88 CT,10840501927508,88 CT,$42.50,CS,CITRUS
ORANGE                  138 CT,10840501975400,138 CT,$35.27,CS,CITRUS
ORANGE (138 CT)      HALF CASE,00840501983484,HALF CASE,$22.03,EA,CITRUS
ORANGE 88 SUNKIST        10 LB,00840501997801,10 LB,$12.11,EA,CITRUS
ORANGE BLOOD             10 LB,10840501978487,10 LB,$24.20,CS,CITRUS
ORANGE BLOOD             20 LB,10840501943034,20 LB,$33.20,CS,CITRUS
ORANGE CALIFORNIA         72CT,10840501912580,72CT,$34.30,CS,CITRUS
ORANGE CALIFORNIA        113CT,10840501975585,113CT,$48.95,CS,CITRUS
ORANGE CALIFORNIA (8 HALF CASE,00840501969624,HALF CASE,$23.28,EA,CITRUS
ORANGE CALIFORNIA 88 HALF CASE,00840501969792,HALF CASE,$23.28,EA,CITRUS
ORANGE FRESH JUICE 100CT-138CT,70000000000009,1/BOX,$55.85,CS,REGULAR
ORANGE JUICE FRESH       1 GAL,00840501932604,1 GAL,$15.74,EA,JUICES
ORANGE JUICE FRESH    4/ 1 GAL,10840501957758,4/ 1 GAL,$50.20,CS,JUICES
ORANGE PINEAPPLE CP JUICE 1 CT,10840501903687,1 CT,$25.90,EA,JUICES
ORANGE SLICES (WHEELS)    5 LB,00840501996132,5 LB,$19.91,EA,PROCESSED
ORANGE SLICES (WHEELS)  4X5 LB,10840501983573,4X5 LB,$66.90,CS,PROCESSED
ORANGE WEDGES NO SKIN F 4X5 LB,10840501903366,4X5 LB,$63.20,CS,PROCESSED
ORANGE WEDGES NO SKIN FRE 5 LB,00840501903437,5 LB,$18.99,EA,PROCESSED
ORANGE WEDGES WITH SKIN 4X5 LB,10840501904592,4X5 LB,$68.45,CS,PROCESSED
ORANGE WEDGES WITH SKIN F 5 LB,00840501904663,5 LB,$20.30,EA,PROCESSED
OREGANO DRY               1 LB,10840501937347,1 LB,$11.35,CS,HERBS
OREGANO FRESH             1 LB,10840501931611,1 LB,$18.95,CS,HERBS
OREGANO FRESH             4 OZ,00840501936978,4 OZ,$5.68,EA,HERBS
OREGANO FRESH          HALF LB,00840501973270,HALF LB,$10.55,EA,HERBS
PAPAYA BRAZILIAN          9 CT,10840501980732,9 CT,$42.20,CS,PAPAYAS
PAPAYA CHINESE GREEN     35 LB,10840501992230,35 LB,$37.20,CS,PAPAYAS
PAPAYA DICED 1  5 LB      5 LB,10840501997815,5 LB,$34.55,CS,PROCESSED
PAPAYA DRY                5 LB,10840501937637,5 LB,$56.20,CS,DRIED FRUIT
PAPAYA MEX                3 CT,00840501902058,3 CT,$14.99,EA,PAPAYAS
PAPAYA MEX               40 LB,10840501950964,40 LB,$47.20,CS,PAPAYAS
PARSLEY (60 CT)      HALF CASE,00840501970750,HALF CASE,$18.18,EA,PARSLEY
PARSLEY CURLY             1 CT,00840501905660,1 CT,$4.76,EA,PARSLEY
PARSLEY CURLY             1 LB,00840501943358,1 LB,$5.69,LB,PARSLEY
PARSLEY CURLY             3 CT,00840501919810,3 CT,$5.69,EA,PARSLEY
PARSLEY CURLY            12 CT,00840501930303,12 CT,$9.85,EA,PARSLEY
PARSLEY CURLY            60 CT,10840501930164,60 CT,$32.20,CS,PARSLEY
PARSLEY ITALIAN           3 CT,00840501919988,3 CT,$5.69,EA,PARSLEY
PARSLEY ITALIAN          12 CT,00840501929895,12 CT,$9.85,EA,PARSLEY
PARSLEY ITALIAN          60 CT,10840501961168,60 CT,$32.20,CS,PARSLEY
PARSLEY ITALIAN (60  HALF CASE,00840501980278,HALF CASE,$18.18,EA,PARSLEY
PARSNIP                   5 LB,00840501949060,5 LB,$19.40,EA,PARSNIPS
PARSNIP                  20 LB,10840501987458,20 LB,$42.20,CS,PARSNIPS
PARSNIPS DICED 1          5 LB,00840501979784,5 LB,$38.26,EA,PROCESSED
PARSNIPS DICED 1        4X5 LB,10840501942341,4X5 LB,$140.30,CS,PROCESSED
PARSNIPS DICED 1/2        5 LB,00840501982890,5 LB,$38.26,EA,PROCESSED
PARSNIPS DICED 1/2     4/5# CS,10840501982965,4/5# CS,$140.30,CS,PROCESSED
PARSNIPS DICED 3/4        5 LB,00840501996514,5 LB,$38.26,EA,PROCESSED
PARSNIPS DICED 3/4      4X5 LB,10840501996443,4X5 LB,$140.30,CS,PROCESSED
PARSNIPS WHOLE PEELED     5 LB,00840501956150,5 LB,$30.89,EA,PROCESSED
PARSNIPS WHOLE PEELED   4X5 LB,10840501956065,4X5 LB,$110.80,CS,PROCESSED
PASSION FRUIT               CS,10840501943102,CS,$59.20,CS,PASSION FRUI
PASTE HERB SMASHFRY,00080731169375,2/2 LB,$29.35,CS,MISC.
PEA SHOOTS                8 OZ,10840501945243,8 OZ,$19.70,CS,PEAS
PEACHES                   5 LB,00840501938170,5 LB,$12.75,EA,PEACHES
PEACHES  WHITE           25 LB,10840501914553,25 LB,$54.20,CS,PEACHES
PEACHES DRY               5 LB,10840501989742,5 LB,$51.20,CS,DRIED FRUIT
PEACHES YELLOW           25 LB,10840501943584,25 LB,$46.70,CS,PEACHES
PEACHES YELLOW (25 L HALF CASE,00840501976004,HALF CASE,$25.43,EA,PEACHES
PEARS ASIAN                 CS,10840501940989,CS,$49.20,CS,PEARS
PEARS BARTLETT           90 CT,10840501980596,90 CT,$42.95,CS,PEARS
PEARS BARTLETT          120 CT,10840501917523,120 CT,$40.10,CS,PEARS
PEARS BARTLETT          135 CT,10840501967276,135 CT,$42.95,CS,PEARS
PEARS BARTLETT (135  HALF CASE,00840501982012,HALF CASE,$23.50,EA,PEARS
PEARS BARTLETT (90 C HALF CASE,00840501984238,HALF CASE,$23.50,EA,PEARS
PEARS BOSC                5 LB,00840501996293,5 LB,$9.01,EA,PEARS
PEARS BOSC               90 CT,10840501979088,90 CT,$42.10,CS,PEARS
PEARS BOSC              110 CT,10840501982644,110 CT,$42.10,CS,PEARS
PEARS BOSC              135 CT,10840501952944,135 CT,$42.10,CS,PEARS
PEARS BOSC (135 CT)  HALF CASE,00840501978466,HALF CASE,$23.13,EA,PEARS
PEARS BOSC (90 CT)   HALF CASE,00840501984092,HALF CASE,$23.13,EA,PEARS
PEARS DANJOU              5 LB,00840501996361,5 LB,$8.88,EA,PEARS
PEARS DANJOU             90 CT,10840501984860,90 CT,$42.95,CS,PEARS
PEARS DANJOU            110 CT,10840501982194,110 CT,$41.10,CS,PEARS
PEARS DANJOU            120 CT,10840501908477,120 CT,$41.10,CS,PEARS
PEARS DANJOU            135 CT,10840501939792,135 CT,$42.95,CS,PEARS
PEARS DANJOU (120 CT HALF CASE,00840501985846,HALF CASE,$22.63,EA,PEARS
PEARS DANJOU (135 CT HALF CASE,00840501975328,HALF CASE,$22.63,EA,PEARS
PEARS DANJOU (150 CT HALF CASE,00840501984788,HALF CASE,$22.63,EA,PEARS
PEARS DANJOU (90 CT) HALF CASE,00840501984924,HALF CASE,$23.50,EA,PEARS
PEARS DRY                 5 LB,10840501959349,5 LB,$53.20,CS,DRIED FRUIT
PEARS RED                   CS,10840501985850,CS,$44.20,CS,PEARS
PEAS BLACKEYE            50 LB,10840501924392,50 LB,$67.70,CS,BEANS
PEAS ENGLISH             10 LB,10840501966040,10 LB,$39.20,CS,PEAS
PEAS SNOW                10 LB,10840501940200,10 LB,$25.85,CS,PEAS
PEAS SNOW (10 LB)    HALF CASE,00840501975564,HALF CASE,$19.85,EA,PEAS
PEAS SUGAR SNAP           1 LB,00840501930242,1 LB,$6.74,LB,PEAS
PEAS SUGAR SNAP          10 LB,10840501971068,10 LB,$27.76,CS,PEAS
PEAS SUGAR SNAP (10  HALF CASE,00840501982944,HALF CASE,$16.48,EA,PEAS
PEP BELL TRI-COLOR DICE 4X5 LB,10840501980121,4X5 LB,$76.40,CS,PROCESSED
PEP BELL TRI-COLOR DICED  5 LB,00840501980292,5 LB,$22.29,EA,PROCESSED
PEP BELL TRI-COLOR JULI 4X5 LB,10840501988523,4X5 LB,$93.65,CS,PROCESSED
PEP RED/GRN/YELONION DC 4X5 LB,10840501903984,4X5 LB,$93.10,CS,PROCESSED
PEP RED/GRN/YELONION DCD  5 LB,00840501904045,5 LB,$26.46,EA,PROCESSED
PEPPER ANAHEIM           18 LB,10840501928666,18 LB,$45.20,CS,PEPPERS
PEPPER ANAHEIM       HALF CASE,00840501970378,HALF CASE,$24.68,EA,PEPPERS
PEPPER BANANA            20 LB,10840501987380,20 LB,$56.20,CS,PEPPERS
PEPPER BANANA        HALF CASE,00840501985228,HALF CASE,$30.18,EA,PEPPERS
PEPPER BELL DCD GRN/RED 4X5 LB,10840501929403,4X5 LB,$103.35,CS,PROCESSED
PEPPER BELL GREEN           CS,10840501928116,CS,$40.23,CS,PEPPERS
PEPPER BELL GREEN         5 LB,00840501993841,5 LB,$13.40,EA,PEPPERS
PEPPER BELL GREEN    HALF CASE,00840501969860,HALF CASE,$27.05,EA,PEPPERS
PEPPER BELL GREEN DICED   5 LB,00840501915782,5 LB,$21.88,EA,PROCESSED
PEPPER BELL GREEN DICED 1 5 LB,00840501959663,5 LB,$21.90,EA,PROCESSED
PEPPER BELL GREEN DICED 1 5 LB,00840501910282,5 LB,$21.90,EA,PROCESSED
PEPPER BELL GREEN DICED 1 5 LB,00840501940296,5 LB,$24.10,EA,PROCESSED
PEPPER BELL GREEN DICED 3 5 LB,00840501957508,5 LB,$21.90,EA,PROCESSED
PEPPER BELL GREEN DICED 4X5 LB,10840501901447,4X5 LB,$74.85,CS,PROCESSED
PEPPER BELL GREEN DICED 4X5 LB,10840501912887,4X5 LB,$74.85,CS,PROCESSED
PEPPER BELL GREEN DICED 4X5 LB,10840501939099,4X5 LB,$74.75,CS,PROCESSED
PEPPER BELL GREEN DICED 4X5 LB,10840501939549,4X5 LB,$83.65,CS,PROCESSED
PEPPER BELL GREEN DICED 4X5 LB,10840501957437,4X5 LB,$74.85,CS,PROCESSED
PEPPER BELL GREEN DICED 4X5 LB,10840501908484,4X5 LB,$74.85,CS,PROCESSED
PEPPER BELL GREEN JULIE 4X5 LB,10840501964060,4X5 LB,$74.75,CS,PROCESSED
PEPPER BELL GREEN JULIENN 5 LB,00840501950028,5 LB,$21.88,EA,PROCESSED
PEPPER BELL GREEN LARGE  25 LB,10840501922787,25 LB,$26.15,CS,PEPPERS
PEPPER BELL GREEN MEDIUM 25 LB,10840501914935,25 LB,$49.95,CS,PEPPERS
PEPPER BELL GREEN SLICE 4X5 LB,10840501912269,4X5 LB,$74.85,CS,PROCESSED
PEPPER BELL GREEN SLICED  5 LB,00840501921622,5 LB,$21.90,EA,PROCESSED
PEPPER BELL GREEN SLIVE 4X5 LB,10840501936647,4X5 LB,$74.85,CS,PROCESSED
PEPPER BELL GREEN SLIVER  5 LB,00840501936718,5 LB,$21.90,EA,PROCESSED
PEPPER BELL MINI SWEET      CS,10840501955907,CS,$47.20,CS,PEPPERS
PEPPER BELL MINI SWEET  8/1 LB,10840501974809,8/1 LB,$47.20,CS,PEPPERS
PEPPER BELL ORANGE DICE 4X5 LB,10840501993787,4X5 LB,$116.55,CS,PROCESSED
PEPPER BELL RED             CS,10840501928284,CS,$36.63,CS,PEPPERS
PEPPER BELL RED           5 LB,00840501992301,5 LB,$12.55,EA,PEPPERS
PEPPER BELL RED          12 CT,00840501942665,12 CT,$12.55,EA,PEPPERS
PEPPER BELL RED      HALF CASE,00840501969938,HALF CASE,$24.93,EA,PEPPERS
PEPPER BELL RED DICED 1   5 LB,00840501940678,5 LB,$22.79,EA,PROCESSED
PEPPER BELL RED DICED 1 4X5 LB,10840501976711,4X5 LB,$71.20,CS,PROCESSED
PEPPER BELL RED DICED 1 4X5 LB,10840501918827,4X5 LB,$71.20,CS,PROCESSED
PEPPER BELL RED DICED 1 4X5 LB,10840501929571,4X5 LB,$71.20,CS,PROCESSED
PEPPER BELL RED DICED 1 4X5 LB,10840501939617,4X5 LB,$78.40,CS,PROCESSED
PEPPER BELL RED DICED 1/2 5 LB,00840501977490,5 LB,$20.99,EA,PROCESSED
PEPPER BELL RED DICED 1/4 5 LB,00840501959731,5 LB,$20.99,EA,PROCESSED
PEPPER BELL RED DICED 2 4X5 LB,10840501929649,4X5 LB,$71.20,CS,PROCESSED
PEPPER BELL RED DICED 3 4X5 LB,10840501908552,4X5 LB,$71.20,CS,PROCESSED
PEPPER BELL RED JULIENN 4X5 LB,10840501960932,4X5 LB,$71.20,CS,PROCESSED
PEPPER BELL RED JULIENNE  5 LB,00840501950196,5 LB,$20.99,EA,PROCESSED
PEPPER BELL RED RINGS     5 LB,10840501989681,5 LB,$41.35,CS,PROCESSED
PEPPER BELL RED SLICED  4X5 LB,10840501912337,4X5 LB,$71.20,CS,PROCESSED
PEPPER BELL RED SLICED 1/ 5 LB,00840501977940,5 LB,$20.99,EA,PROCESSED
PEPPER BELL RED SLIVER    5 LB,00840501936572,5 LB,$20.99,EA,PROCESSED
PEPPER BELL RED SLIVER  4X5 LB,10840501936401,4X5 LB,$71.20,CS,PROCESSED
PEPPER BELL YELLOW          CS,10840501923098,CS,$48.04,CS,PEPPERS
PEPPER BELL YELLOW        5 LB,00840501902430,5 LB,$11.05,EA,PEPPERS
PEPPER BELL YELLOW ( HALF CASE,00840501967712,HALF CASE,$21.18,EA,PEPPERS
PEPPER BELL YELLOW DICE 4X5 LB,10840501976889,4X5 LB,$91.20,CS,PROCESSED
PEPPER BELL YELLOW DICE 4X5 LB,10840501980435,4X5 LB,$91.20,CS,PROCESSED
PEPPER BELL YELLOW DICE 4X5 LB,10840501985478,4X5 LB,$106.70,CS,PROCESSED
PEPPER BELL YELLOW DICE 4X5 LB,10840501939785,4X5 LB,$91.20,CS,PROCESSED
PEPPER BELL YELLOW DICED  5 LB,00840501980506,5 LB,$25.99,EA,PROCESSED
PEPPER BELL YELLOW DICED  5 LB,00840501984795,5 LB,$29.86,EA,PROCESSED
PEPPER BELL YELLOW DICED  5 LB,00840501940364,5 LB,$25.99,EA,PROCESSED
PEPPER BELL YELLOW JULI 4X5 LB,10840501959592,4X5 LB,$91.20,CS,PROCESSED
PEPPER BELL YELLOW JULIEN 5 LB,00840501960621,5 LB,$25.99,EA,PROCESSED
PEPPER BELL YELLOW RINGS  5 LB,10840501989759,5 LB,$35.65,CS,PROCESSED
PEPPER BELL YELLOW SLIC 4X5 LB,10840501953927,4X5 LB,$91.20,CS,PROCESSED
PEPPER CARRIBEAN            CS,10840501913266,CS,$41.20,CS,PEPPERS
PEPPER CHILACA              CS,10840501938948,CS,$49.20,CS,PEPPERS
PEPPER FRESNO RED        10 LB,10840501952937,10 LB,$59.20,CS,PEPPERS
PEPPER GHOST DRY          1 LB,10840501952579,1 LB,$74.20,LB,PEPPERS
PEPPER HABANERO GREEN     1 LB,00840501933144,1 LB,$8.89,LB,PEPPERS
PEPPER HABANERO ORAN HALF CASE,00840501983798,HALF CASE,$22.68,EA,PEPPERS
PEPPER HABANERO ORANGE    1 LB,00840501941996,1 LB,$8.89,LB,PEPPERS
PEPPER HABANERO ORANGE    8 LB,10840501977862,8 LB,$41.20,CS,PEPPERS
PEPPER HABANERO YELLOW    8 LB,10840501977794,8 LB,$41.20,CS,PEPPERS
PEPPER HATCH MEDIUM         CS,10840501969195,CS,$35.20,CS,PEPPERS
PEPPER HATCH MILD           CS,,CS,,CS,PEPPERS
PEPPER HATCH MILD           CS,10840501994463,CS,$35.20,CS,PEPPERS
PEPPER JALAPENO             35,10840501928352,35,$42.15,CS,PEPPERS
PEPPER JALAPENO           1 LB,00840501929116,1 LB,$5.86,LB,PEPPERS
PEPPER JALAPENO           5 LB,00840501948520,5 LB,$12.12,EA,PEPPERS
PEPPER JALAPENO          10 LB,00840501960096,10 LB,$22.55,EA,PEPPERS
PEPPER JALAPENO          20 LB,10840501947308,20 LB,$43.20,CS,PEPPERS
PEPPER JALAPENO (35  HALF CASE,00840501970064,HALF CASE,$31.68,EA,PEPPERS
PEPPER JALAPENO DESTEM   34 LB,10840501971754,34 LB,$69.20,CS,PEPPERS
PEPPER JALAPENO GREEN D 4X5 LB,10840501987830,4X5 LB,$68.70,CS,PROCESSED
PEPPER JALAPENO GREEN DCD 5 LB,00840501921318,5 LB,$20.36,EA,PROCESSED
PEPPER JALAPENO GREEN DCD 5 LB,10840501995767,5 LB,$24.10,CS,PROCESSED
PEPPER JALAPENO GREEN H 4X5 LB,10840501962097,4X5 LB,$91.65,CS,PROCESSED
PEPPER JALAPENO GREEN HAL 5 LB,10840501962165,5 LB,$30.00,EA,PROCESSED
PEPPER JALAPENO GREEN S 4X5 LB,10840501922541,4X5 LB,$84.90,CS,PROCESSED
PEPPER JALAPENO GREEN SLI 5 LB,00840501934042,5 LB,$24.41,EA,PROCESSED
PEPPER JALAPENO RED         35,10840501941818,35,$52.20,CS,PEPPERS
PEPPER JALAPENO RED       1 LB,00840501933526,1 LB,$5.66,LB,PEPPERS
PEPPER JALAPENO RED  HALF CASE,00840501975878,HALF CASE,$28.18,EA,PEPPERS
PEPPER POBLANO            5 LB,00840501996439,5 LB,$16.99,EA,PEPPERS
PEPPER POBLANO           12 CT,00840501922179,12 CT,$16.99,EA,PEPPERS
PEPPER POBLANO           20 LB,10840501928598,20 LB,$55.20,CS,PEPPERS
PEPPER POBLANO       HALF CASE,00840501970200,HALF CASE,$29.68,EA,PEPPERS
PEPPER POBLANO DICED 1/ 4X5 LB,10840501995200,4X5 LB,$128.21,CS,PROCESSED
PEPPER POBLANO DICED 1/4  5 LB,00840501976943,5 LB,$35.24,EA,PROCESSED
PEPPER POBLANO DICED 3/ 4X5 LB,10840501908620,4X5 LB,$128.21,CS,PROCESSED
PEPPER POBLANO JULIENNE   5 LB,00840501935964,5 LB,$30.05,EA,PROCESSED
PEPPER POBLANO JULIENNE 4X5 LB,10840501935893,4X5 LB,$107.45,CS,PROCESSED
PEPPER SERRANO              35,10840501928420,35,$60.20,CS,PEPPERS
PEPPER SERRANO            1 LB,00840501929284,1 LB,$5.89,LB,PEPPERS
PEPPER SERRANO            5 LB,00840501989363,5 LB,$12.26,EA,PEPPERS
PEPPER SERRANO           10 LB,00840501960164,10 LB,$20.23,EA,PEPPERS
PEPPER SERRANO           12 CT,00840501955603,12 CT,$8.02,EA,PEPPERS
PEPPER SERRANO (35 L HALF CASE,00840501970132,HALF CASE,$32.18,EA,PEPPERS
PEPPER SERRANO DESTEM    34 LB,10840501975264,34 LB,$94.20,CS,PEPPERS
PEPPER SERRANO DICED      5 LB,00840501973041,5 LB,$26.48,EA,PROCESSED
PEPPER SERRANO DICED    4X5 LB,10840501978302,4X5 LB,$93.15,CS,PROCESSED
PEPPER SERRANO SLICED     5 LB,00840501998594,5 LB,$26.48,EA,PROCESSED
PEPPER SERRANO SLICED   4X5 LB,10840501998423,4X5 LB,$93.15,CS,PROCESSED
PEPPER SHISHITO          10 LB,10840501920257,10 LB,$84.20,CS,PEPPERS
PEPPER THAI GREEN FRESH   1 LB,10840501942815,1 LB,$13.20,LB,PEPPERS
PEPPER THAI RED DRY       5 LB,00840501986843,5 LB,$18.76,EA,PEPPERS
PEPPER THAI RED FRESH     1 LB,10840501933219,1 LB,$15.20,LB,PEPPERS
PERSIMMON              1 LAYER,10840501914003,1 LAYER,$69.20,CS,PERSIMMONS
PICO DE GALLO             5 LB,00840501976011,5 LB,$18.74,EA,PROCESSED
PICO DE GALLO           4X5 LB,10840501954160,4X5 LB,$62.20,CS,PROCESSED
PINEAPPLE CHUNKS          5 LB,00840501973805,5 LB,$19.30,EA,PROCESSED
PINEAPPLE CHUNKS        4X5 LB,10840501927737,4X5 LB,$64.45,CS,PROCESSED
PINEAPPLE CROWNLESS      10 CT,10840501956447,10 CT,$26.00,CS,PINEAPPLES
PINEAPPLE DEL MONTE         CS,,CS,$24.20,CS,PINEAPPLES
