Item Description,GTIN,Pack Type,Price,UOM,Category
2lb Tray,921219,1000/1,$0.05/$0.05,~CsOrSlv/Each,
32oz lids,521204,12/80,$45.43/$3.78,case/sleeve,
APRON POLY EMBSD WHT 28X46 ECO,10074865078020,1/100CT,$15.45,EA,PLASTIC FULL
BAG HOT DOG FOIL,521209,4/250ct,$97.56/$24.39,Case/Sleeve,
Bag Hot Dog Foil 3 5x1 5x8 5,10753277010971,1/1000 ct,$101.63,CS,Non-Foods
Bag Hot Dog Foil 3.5x1.5x8.5,521209,????,$0.05,1,
BAG PAPER 10X6.75X12,00762935094676,1/250 CT,$79.47,CS,MISC.
BAG PAPER 6.12X4X12.3,00762935092436,1/500 CT,$22.40,CS,MISC.
BAG PAPER BRN HNDL TRAVLR 60#,00889356153604,1/250CT,$92.34,CS,CARRY-OUT W HDL
BAG PAPER SAND OPEN END 6X6.5,00734730008721,2/1000CT,$41.95,CS,SANDWICH
BAG PAPR NAT DELI TO GO W/WIN,10072181000947,1/500CT,$115.73,CS,MISC.
BAG PASTRY DISP CLR POLYTHYL,00014963046753,200/18 IN,$61.13,CS,PASTRY BAGS
BAG PLAS 10X8X24 .9ML HVYWT RL,00734730220314,1/500 CT,$42.22,CS,FOOD
BAG PLAS 5.5X5.5 HI-DEN CLEAR,00074865077866,10/200 CT,$27.61,CS,COOKIE
BAG PLAS 5.5X5.5 HI-DEN COOKIE,00074865077934,10/200CT,$15.56,CS,COOKIE
BAG PLAS 6.5X7IN HI-DEN SADDLE,00074865088541,1/2000CT,$22.44,CS,FOOD
BAG PLAS 8X3X15 .7MIL REG WT,00734730302416,1/1000CT,$63.60,CS,FOOD
BAG PLAS BOPP CLR 4X4 W/TAPE,10738101930359,1/1000CT,$29.75,CS,FOOD
BAG PLAS BOPP CLR 5X5 W/TAPE,10738101930373,1/1000CT,$22.27,CS,BOPP HI-CLARITY
BAG PLAS BOPP CLR 6.5X6.5WTAPE,10738101930274,1/1000CT,$29.99,CS,BOPP HI-CLARITY
BAG PLAS BUN PAN WTIE 13MICRON,00074865081344,200/27X37,$21.20,CS,BUN PAN
BAG PLAS PRTN 6.5X7 BLK SUN,00889356000090,1/2000CT,$8.78,CS,DAILY PRINTED
BAG PLAS PRTN 6.5X7 BLU MON,00889356000106,1/2000CT,$8.78,CS,DAILY PRINTED
BAG PLAS PRTN 6.5X7 BRN THU,00889356000137,1/2000CT,$8.78,CS,DAILY PRINTED
BAG PLAS PRTN 6.5X7 GRN FRI,00889356000144,1/2000CT,$8.78,CS,DAILY PRINTED
BAG PLAS PRTN 6.5X7 ORG SAT,00889356000151,1/2000CT,$8.78,CS,DAILY PRINTED
BAG PLAS PRTN 6.5X7 RED WED,00889356000120,1/2000CT,$8.78,CS,DAILY PRINTED
BAG PLAS PRTN 6.5X7 YEL TUE,00889356000113,1/2000CT,$8.78,CS,DAILY PRINTED
BAG PLAS RECLOS HD QT,10738101798065,500/7X8,$30.19,CS,FOOD ZIP
BAG PLAS RECLOSE 2 GAL 13X15.5,00734730220376,1/100CT,$16.09,CS,FOOD ZIP
BAG PLAS RECLOSE 2GAL13X15 FRZ,00734730639420,1/100CT,$27.00,CS,FOOD ZIP
BAG PLAS RECLOSE GAL 10X10 2ML,00734730639369,1/250 CT,$17.66,CS,FOOD ZIP
BAG PLAS RECLOSE GAL XX-HEAVY,00734730220369,1/250CT,$19.19,CS,FOOD ZIP
BAG PLAS RECLOSE GAL10X10 FRZR,00734730637136,1/200 CT,$30.24,CS,FOOD ZIP
BAG PLAS RECLOSE QRT 7X8 XXHVY,00734730220307,1/500CT,$19.01,CS,FOOD ZIP
BAG PLAS RECLOSE SLIDE GAL,00734730220277,1/250CT,$23.12,CS,FOOD SLIDE ZIP
BAG PLAS SDWCH FLIPLOCKTOP.7ML,00734730220321,2000/1EA,$31.84,CS,SANDWICH
BAG PLAS T-SHRT THNKYOU12X7X22,00715910089068,1/1000CT,$36.54,CS,T-SHIRT
Bag Popcorn 1oz,00090939020538,1/1000 ct,$27.79,CS,Non-Foods
BAG SANDWICH NAT DOUBLE VIEW,10072181000930,1/500 CT,$92.82,CS,SANDWICH
BAG VACUUM SEALER,00029419720323,100/10X14N,$81.80,CS,VACUUM BAGS
BAMBOO LOOP 7 CM 2500 CT B01,54200353087837,1 / 2500 CT,$94.14,CS,EQUIPMENT & SUPPLIES
BAND NAPKIN BLK 1.5X4.25,10076455544991,4/2500CT,$114.14,CS,NAPKIN BAND
Battery AA,00041333035611,4/14/4 ct,$313.01/$78.25,CS/BX,Non-Foods
Battery AAA,00041333040615,3/18/4 ct,$301.83/$100.61,CS/BX,Non-Foods
BIB PLAS ADULT LBSTR DESIGN,00074865078061,1/500CT,$22.30,CS,MISC.
BOWL PLAS BLK MICROWBLE 24OZ,00039982011070,1/300 CT,$78.30,CS,BOWLS
BOWL PLAS BLK PET 160 OZ,00074865913751,1/50CT,$59.31,CS,BOWLS
BOWL PLAS BLK PET 320 OZ,00074865736657,1/25CT,$59.27,CS,BOWLS
BOWL PLAS BLK RND MICROWVBL,00734730021546,300/24 OZ,$70.69,CS,FOOD NO LID PP
BOWL PLAS BLK RND MICROWVBL,00039982008179,500/8 OZ,$86.43,CS,FOOD NO LID PP
BOWL PLAS BLK RND MICRWVBL,00734730021645,500/16 OZ,$114.68,CS,FOOD NO LID PP
BOWL PLAS CLR SQ 32OZ 7X7,00016194046304,2/150CT,$53.07,CS,BOWLS
BOWL PLAS PLA SALAD WITH LID,00644632902006,150/48 OZ,$87.48,CS,BOWLS
BOWL PLAS PLA SALAD WITH LID,00644632901986,150/24 OZ,$69.45,CS,BOWLS
BOWL PLAS PLA SALAD WITH LID,00644632901993,150/32 OZ,$74.29,CS,BOWLS
BOWL PULP 16OZ ROUND,10889356203818,5/100 CT,$79.70,CS,FOOD  NO LID
BOWL PULP 27OZ 6.5X9 OVL BURTO,10889356132620,2/150 PC,$91.61,CS,FOOD  NO LID
BOX DONUT AUTO BLEACHED 1 DOZ,00707282012409,200/EACH,$95.87,CS,BAKERY  PLAIN
BOX PIZZA 10 K/K B-FLT 1-7/8,00734730497303,50/10X10,$22.75,CS,BOXES  PIZZA
BOX PIZZA 10 W/K B-FLT 1-7/8,00074865794145,50/10X10,$25.91,CS,BX PIZ STK PRT
BOX PIZZA 12 K/K B AZCLS 1-7/8,00078982609047,50/12X12,$25.71,CS,BX PIZ STK PRT
BOX PIZZA 16 K/K B-FLT 1-7/8,00734730497365,50/16X16,$36.49,CS,BOXES  PIZZA
BOX PIZZA 16 W/K B-FLT 1-7/8,00074865794053,50/16X16,$41.89,CS,BX PIZ STK PRT
BOX PIZZA 8 W/K B-FLT 1-7/8,00074865840200,50/8X8,$23.78,CS,BX PIZ STK PRT
Box Popcorn 1 5 1 8oz Regular,,1/500 ct,$161.43,CS,PAPER
Box Popcorn 2 3 2 8oz Jumbo,,1/250 ct,$74.79,CS,PAPER
Box Popcorn 2E  95 OZ,10078731931792,1/500 ct,$84.88,CS,Non-Foods
Can Liner 30 Ga,10012587000790,12/1/10 ct,$48.03,CS,Non-Foods
CARTON PAPR WHT MED FF TE,00889356077306,1/300 CT,$40.69,CS,FRENCH FRY
CHOPSTICK BAMBOO RED SLV 9,10738101140109,1/100CT,$4.62,EA,CHOPSTICKS
CONTAINER COFFEE CADDY LIL JOE,00734730162461,25/96OZ,$145.77,CS,CARRIER CUP
CONTAINER FIBER 6X6X3 NFA,10037700040309,4/100CT,$97.17,CS,HINGED LID
CONTAINER FIBER 8X8X3 1C NFA,10037700040323,2/100CT,$91.23,CS,HINGED LID
CONTAINER FIBER 8X8X3 3C NFA,10037700040330,2/100CT,$91.23,CS,HINGED LID
CONTAINER FOAM HNG 3C DBL TAB,00734730207971,150/8X8X3,$21.66,CS,HINGED LID
CONTAINER MFPP 3C HNG 9X9 BLK,00016194109115,1/120 CT,$35.69,CS,HINGED LID PP
CONTAINER MFPP HNG WHT 8.5 3C,10889356085896,2/73CT,$37.54,CS,HINGED LID
CONTAINER PAPER #2 TK OUT KRFT,00734730374932,2/70 CT,$47.76,CS,BASKETS
CONTAINER PAPER #3 TK OUT KRFT,00734730374925,2/65CT,$47.28,CS,BASKETS
CONTAINER PAPER 4.5X4.5X2.5 TE,00016194152746,6/52 CT,$76.62,CS,MISC.
CONTAINER PAPER SOUP 12 OZ,10889356005443,20/25 CT,$95.97,CS,FOOD  NO LID
CONTAINER PAPER SOUP 16 OZ,10889356005467,20/25 CT,$115.43,CS,FOOD  NO LID
CONTAINER PAPER SOUP 8 OZ,10889356005474,20/25 CT,$75.22,CS,FOOD  NO LID
CONTAINER PLAS 8 OZ TEAR STRIP,00707068010773,272/8 OZ,$39.91,CS,FOOD W LID PET
CONTAINER PLAS 8OZ TEAR STRIP,00707068005632,1/240 CT,$37.79,CS,MISC.
CONTAINER PLAS APET 5OZ DESSRT,00049202014989,20/50CT,$73.97,CS,FOOD NO LID PET
CONTAINER PLAS BLK  FAST PAC,00039982006090,300/32 OZ,$76.73,CS,FOOD NO LID PP
CONTAINER PLAS CLR HNG 1C 6IN,00041594509982,500/6X6X3,$64.11,CS,HINGED LID PET
CONTAINER PLAS CLR HNG BARLOCK,00041594501351,"250/8X8X3""",$58.86,CS,HINGED LID OPS
CONTAINER PLAS CLR NACHO 2CPT,521202,,$55.00,1,
CONTAINER PLAS CLR PET 12 OZ,00707068005175,1/240CT,$38.64,CS,BOWLS
CONTAINER PLAS DELI CMP 8OZ,00644632902105,10/50CT,$79.62,CS,MISC.
CONTAINER PLAS DELI NATRL BULK,00696599421311,480/32 OZ,$97.58,CS,FOOD NO LID PP
CONTAINER PLAS DELI RND,00644632902129,500/16 OZ,$109.38,CS,MISC.
CONTAINER PLAS DELI TRANS W/LD,00696599421274,240/32OZ,$56.34,CS,FOOD W LID PP
CONTAINER PLAS DELI TRANS W/LD,00696599410544,240/16OZ,$36.30,CS,FOOD W LID PP
CONTAINER PLAS GRNWARE SQ 3CPT,00004920207006,6/50 CT,$88.38,CS,FOOD NO LID PLA
CONTAINER PLAS GRNWARE SQ 4CPT,00049202016983,6/50 CT,$88.38,CS,FOOD NO LID PLA
CONTAINER PLAS HNG 11X8 BLK/CL,00734730204185,1/125 CT,$133.90,CS,HINGED LID OPS
CONTAINER PLAS HNG BL/CL 1COMP,10665151001961,112/9X9IN,$45.10,CS,HINGED LID PP
CONTAINER PLAS HNG CLR 5IN,00734730431710,3/125CT,$52.93,CS,HINGED LID OPS
CONTAINER PLAS HNG SAFE-T-GARD,00707068005540,200/24 OZ,$50.33,CS,HINGED LID PET
CONTAINER PLAS HNGD 1C 8.5X8.5,10889356180584,3/50 CT,$75.62,CS,HINGED LID
CONTAINER PLAS MICR BLK LID 9,00696599094812,150/48OZ,$70.21,CS,FOOD W LID PP
CONTAINER PLAS MICRO BLK W/LID,00696599088811,150/38 OZ,$59.37,CS,FOOD W LID PP
CONTAINER PLAS MICRO BLK W/LID,00696599072315,150/24 OZ,$43.15,CS,FOOD W LID PP
CONTAINER PLAS MILK JUG,70000000000009,48/GAL,$20.39,CS,MISC.
