Item Description,GTIN,Pack Type,Price,UOM,Category
DRINK MIX RASP ON THE GO,10043000007980,4/30 CT,$35.82,CS,DRY
DRINK MIX RASPBERRY FRZN,10037597501006,12/32 OZ,$84.39,CS,LIQUID
DRINK MIX SOUR FRZN,10037597509507,12/32 OZ,$61.15,CS,MISC
DRINK MIX STRAWBERRY FRZN,10037597502003,12/32 OZ,$84.39,CS,MISC
DRINK MIX VARIETY,10052000039440,32/21 OZ,$137.16,CS,MULTISERVE
DRINK MIX WLDBRY FRZN,10037597508883,12/32 OZ,$84.39,CS,MISC
Drink Oatmilk Vanilla Latte,00604913005215,12/11 oz,$28.05,CS,Aseptic Drinks
Drink Orange Pineapple PET,10041800302014,12/16 oz,$17.39,CS,Bottled Drinks
Drink Orange Squeeze,10860439001088,12/12 oz,$19.48,CS,Canned Drinks
Drink Orng Pineapl PET,10041800317001,24/10 oz,$16.70,CS,Bottled Drinks
Drink Prbtc Sprklng Guava Rose,10860003304102,12/12 oz,$22.66,CS,Canned Drinks
Drink Probiotic Rspbry Lychee,10860003304195,12/12 oz,$22.66,CS,Canned Drinks
DRINK PROTEIN SHAKE CHOC 30G,20036632024279,12/12 OZ,$35.34,CS,SHAKES REFRIG
DRINK PROTEIN SHAKE SLTCARM30G,20036632024255,12/12 OZ,$35.34,CS,SHAKES REFRIG
DRINK PROTEIN SHAKE VAN 30G,20036632024262,12/12 OZ,$35.34,CS,SHAKES REFRIG
Drink RtBeer Prebtic SleekCan,10850062639116,12/12 oz,$19.48,CS,Canned Drinks
Drink Sport AS Lemon Lime PET,10052000121787,24/12 oz,$23.16,CS,Isotonic Drinks
Drink Sport Fruit Punch PET,00049000037104,24/20 oz,$35.40,CS,Isotonic Drinks
Drink Sport Mntn Blast PET,10049000007906,24/20 oz,$35.40,CS,Isotonic Drinks
Drink Sprklng Pineapple,10860003304188,12/12 oz,$22.66,CS,Canned Drinks
Drink Strawberry Vanilla,10860439001019,12/12 oz,$19.48,CS,Canned Drinks
Drink Strwbry Prebtic SleekCan,10850062639093,12/12 oz,$19.48,CS,Canned Drinks
DRINK TEA MGO/PAS GREEN BUBBLE,10024000254482,6/12 OZ,$12.10,CS,JCE/DRINKS-MISC
DRINK TEA STRW LEM BUBBLE,10024000254475,6/12 OZ,$12.10,CS,JCE/DRINKS-MISC
Drink Tropical Punch,30850027702040,12/12 oz,$19.48,CS,Canned Drinks
DRINK WATERMELON PET,00081369402667,12/18 OZ,$20.52,CS,PET
Drink Watermelon Pre Priced,00613008720216,24/22oz,$16.11,CS,Non-Carbonated Can
Drnk Chry Cola Prebtic SleekCn,10850062639130,12/12 oz,$19.48,CS,Canned Drinks
Drnk Enrgy SF Iced Van Brry,00611269002454,24/12 oz,$58.83,CS,Energy Drinks
Drnk Enrgy Sprklng Mngo Pssnft,00889392021295,12/12 oz,$29.13,CS,Miscellaneous
Drnk Prbtc Sprklng Strawberry,10860003304164,12/12 oz,$22.66,CS,Canned Drinks
Drnk Rdge Rsh Prebiotic Sleekc,10850062639079,12/12 oz,$19.48,CS,Canned Drinks
Energy Drink Sea Blue Edit,00611269001631,24/8.4 oz,$44.72,CS,Energy Drinks
Energy Drink Sea Blue Edit,00611269001655,24/12 oz,$58.83,CS,Energy Drinks
Energy Strawbrry Apricot SF,00611269002157,24/12 oz,$58.83,CS,Energy Drinks
Enrgy Drnk 5Hr Var Flr Display,10719410966017,60/2.5 oz,$126.07,CS,Energy Drinks
Everest Water PET,,24/20 oz,$8.95,CS,Water
Fanta Grape 20oz BTL,915409,24/20oz BTL,$30.46/$1.27,Case/Each,
Fanta Orange 20oz BTL,915410,24/20oz BTL,$30.46/$1.27,Case/Each,
Fanta Strawberry 20oz BTL,915411,24/20oz BTL,$30.46/$1.27,Case/Each,
FB COCOA HOT SWSS (ds)50CT/4CS,10840825011082,1/50 CT,$23.16,EA,BEVERAGE
Finest Call Bar Simple Syrup,515445,,$67.08/$5.59,cs/ea,
Finest Call Watermelon Puree,515446,,$67.08/$5.59,case/ea,
Floridan juice orange,,,$22.60/$1.88,case/ea,
FRZ CLD BRW CONC 12/15OZ,50812058009493,1/15 OZ,$22.99,EA,BEVERAGE
FRZ CLD BRW GUAT BIB 7:1 1GL,,1/1 GL,$172.29,CS,BEVERAGE
Gatorade Freeze Zero,10052000043423,2/12/12 oz,$23.16/$11.58,CS/BX,Isotonic Drinks
Gatorade Zero Variety,00052000058871,12/20 oz,$17.78,CS,Bottled Drinks
Ginger Lemon Kombucha,10811184031523,12/11.5 oz,$25.35,CS,Canned Drinks
GRAN CAP CJ FR VAN (ds) 6/64OZ,00010594300356,30036,$66.48,CS,BEVERAGE
GRAN CAP CJ MOCHA (ds) 6/64OZ,00010594300363,30035,$70.60,CS,BEVERAGE
GRAN JLY RCHR BL RSPBRY 6/64OZ,10811568018881,6/64 OZ,$146.77,CS,BEVERAGE
GRAN JLY RCHR CHERRY 6/64 OZ,,6/64 OZ,$146.75,CS,BEVERAGE
Green Tea Oi Ocha,00835143017277,12/10.6 oz,$16.03,CS,Canned Drinks
ICED COF PREM FR VAN (d)6L/2CS,,2/6 LTR,$79.69,CS,BEVERAGE
ICED COFFEE CARML(d) 2/6LT,10840825021623,2/6LTR,$58.36,CS,BEVERAGE
ICED COFFEE MOCHA (d) 2/6LT,,2/6 LTR,$76.42,CS,BEVERAGE
Jarritos Mandarin,20090478006929,24/17.7 oz,$24.65,CS,Carb Bottled Soda
Jarritos Soda Pineapple,20090478006943,24/17.7 oz,$24.65,CS,Bottled Drinks
Jarritos Tamarind,20090478006936,24/17.7 oz,$24.65,CS,Carb Bottled Soda
JUC APPL 100% NSTL VT 3LTR/3CS,10011100023001,1/3 LTR,$46.26,EA,BEVERAGE
JUC APPL 100% SUNT 3.5L/3CS SS,10016300620432,3/3.5 LT,$61.60,EA,BEVERAGE
JUC APPLE 100% SS 8/48OZ,10016300160655,8/48 OZ,$40.93,CS,BEVERAGE
JUC APPLE 5:1 SUNT 3.5 L/3CS F,10016300620371,3/3.5 LIT,$65.05,EA,BEVERAGE
JUC CRANBRRY 4% SUNT 3.5L/3CS,10040825012007,3/3.5 LT,$30.80,EA,BEVERAGE
JUC CRANBRRY 4:1 SUNT 3.5L/3CS,10016300160198,3/3.5 LT,$52.30,EA,BEVERAGE
JUC CRNBRRY COCTAIL 8/48OZ,10016300160679,8/48 OZ,$39.88,CS,BEVERAGE
JUC CRNBRY 10% NSTL VT 3LTR/3C,00011100793587,1/3 LTR,$40.28,EA,BEVERAGE
JUC FBC 4%CRANBRRY 4:1 3/1GL,10840825033381,3/1 GL,$100.22,CS,BEVERAGE
JUC FLN FRZ APPLE 100% 3/3.5LT,10016300160846,3/3.5 LT,$179.77,CS,BEVERAGE
JUC FLN FRZ CRNBRY 10% 3/3.5LT,10016300160877,3/3.5 LT,$177.22,CS,BEVERAGE
JUC FLN FRZ LEMONADE 3/3.5LT,10016300160761,3/3.5 LT,$131.43,CS,BEVERAGE
JUC FLN FRZ LMNRASP 3/3.5LT,10016300160785,3/3.5 LTR,$197.33,CS,BEVERAGE
JUC FLN FRZ ORNGE 100% 3/3.5LT,10016300160907,3/3.5 LT,$284.43,CS,BEVERAGE
JUC FLN FRZ TROP SPLSH 3/3.5LT,10016300160792,3/3.5 LTR,$238.51,CS,BEVERAGE
JUC GP 50% APPLE BEV 3/3.5LT,10016300100064,3/3.5 LTR,$232.09,CS,BEVERAGE
JUC GP 50% ORANGE BEV 3/3.5LT,10016300100057,3/3.5 LTR,$311.20,CS,BEVERAGE
JUC GP CRNBRY CKTAIL 3/3.5LT,10016300100040,3/3.5 LTR,$231.91,CS,BEVERAGE
JUC LEMONADE 5:1 SUNT 3.5L/3CS,10016300157600,3/3.5 LT,$42.46,EA,BEVERAGE
JUC ORANGE 100% SS 8/48OZ,10016300160662,8/48 OZ,$56.07,CS,BEVERAGE
JUC ORANGE GUAVA GP 3.5L/3CS F,10016300157495,1/3.5 LTR,$205.06,CS,BEVERAGE
JUC ORNG 100% VAL SUNT 3.5L/3C,00016300157665,3/3.5 LIT,$103.36,EA,BEVERAGE
JUC ORNG BLEND SUNT 3.5L/3CS F,10016300620340,3/3.5 LT,$109.00,EA,BEVERAGE
JUC ORNGE 100%SUNT 3.5L/3CS SS,10016300620418,3/3.5 LT,$112.78,EA,BEVERAGE
JUC RASPB-LEMON GP 3.5L/3CS FZ,10016300157532,16300-15753,$187.17,CS,BEVERAGE
Juice Apple 100  Mini,10014800319108,4/11/4.23 oz,$17.29,CS,Aseptic Drinks
Juice Apple 100  NFC PET,10016300166497,12/14 oz,$19.00,CS,Bottled 100% Juice
Juice Apple 100  PET,10041800301932,12/16 oz,$20.13,CS,Bottled 100% Juice
JUICE APPLE 100% 5+1,10011100023001,3/3 LTR,$104.33,CS,OTHR ALIED CONC
JUICE APPLE 4+1,00025000062810,1/2.5GAL,$114.13,CS,LIQUID
JUICE APPLE BOX 100% 6.75OZ,10014800318163,4/8 CT,$15.16,CS,INDIVIDUALS
JUICE APPLE CONC 5+1,10011100007742,3/3 LTR,$81.20,CS,APPLE
JUICE APPLE ORIG PLAS,10014800000341,8/64 OZ,$26.04,CS,SINGLE STRENGTH
JUICE APPLE PET,00048500757178,24/10OZ,$30.77,CS,INDIVIDUALS
JUICE APPLE PET,10048500008611,12/15.2OZ,$24.95,CS,INDIVIDUALS
Juice Apple PET,00025000061516,24/12 oz,$45.58,CS,Bottled Drinks
JUICE APPLE PREMIUM,20037323120652,8/64 OZ,$40.90,CS,SINGLE STRENGTH
Juice Citrus Immunity,00818617023622,6/12 oz,$19.48,CS,Bottled Drinks
JUICE CONC APPLE CKTL 10% 5+1,00011100641536,12/32 OZ,$59.58,CS,OTHR ALIED CONC
JUICE CONC FRZ CRANCKT 10%,00011100432189,3/3 L,$70.49,CS,OTHR ALIED CONC
JUICE CONC FRZ GRAPECKTL 30%,00011100922864,3/3 L,$66.37,CS,OTHR ALIED CONC
JUICE CONC FRZ LMNDE 5% 5+1,00011100190478,3/3 L,$55.83,CS,OTHR ALIED CONC
JUICE CONC FRZ ORG GV PAS 5+1,00011100981526,3/3 L,$74.38,CS,OTHR ALIED CONC
JUICE CONC LMNDE 10% 5+1,00011100667024,3/3 L,$72.29,CS,OTHR ALIED CONC
JUICE CONC ORANGE 45% 5+1,00011100167913,12/32 OZ,$109.58,CS,ORANGE JUICE
JUICE CRANBERRY 100% 4+1,10011100023582,3/3 LTR,$86.98,CS,OTHR ALIED CONC
JUICE CRNBRY BTL BAR MIXER,10031200259001,12/32 OZ,$28.45,CS,SINGLE STRENGTH
JUICE CRNBRY CKTAIL,10048500008383,24/10 OZ,$30.77,CS,INDIVIDUALS
JUICE CRNBRY CKTAIL 4+1BIB,00025000062834,1/2.5GAL,$79.81,CS,LIQUID
JUICE CRNBRY CKTAIL PET,10048500008642,12/15.2OZ,$24.95,CS,INDIVIDUALS
Juice Crnbry Splash PET,10016300120079,24/10 oz,$25.90,CS,Bottled Drinks
JUICE DRINK BLUE MACH,00082592631268,8/15.2OZ,$28.39,CS,INDIVIDUALS
Juice Drink CranGrape PET,10012000021388,12/15.2 oz,$23.56,CS,Bottled Drinks
JUICE DRINK GREEN MACH,00082592631244,8/15.2OZ,$28.39,CS,INDIVIDUALS
JUICE DRINK MIGHTY MANGO,00082592631237,8/15.2OZ,$28.39,CS,INDIVIDUALS
JUICE DRINK STWBRY BAN,00082592631206,8/15.2OZ,$28.39,CS,INDIVIDUALS
Juice Grape 100  PET,10041800354006,24/10 oz,$22.35,CS,Bottled 100% Juice
JUICE GRAPE PET RTU,10048500008635,12/15.2OZ,$24.95,CS,INDIVIDUALS
Juice Green Uber Greens,00859213005018,6/12 oz,$19.48,CS,Bottled 100% Juice
JUICE GRPFRT RUBY RED GFT,10048500009403,12/15.2OZ,$24.95,CS,INDIVIDUALS
Juice Lemonade Plastic Bottle,00025000010682,12/11.5 oz,$24.71,CS,Beverages
Juice Lemonade W Rspbry Plas,00025000010675,12/11.5 oz,$24.71,CS,Beverages
JUICE LIME AND COCKTAIL MIX,10016600000736,12/1 LTR,$38.71/$3.23,CS/EA,MISC.
Juice Mighty Dz Mixed Greens,00854208005134,6/12 oz,$19.48,CS,Bottled 100% Juice
Juice Orange 100  PET,10041800301949,12/16 oz,$24.86,CS,Bottled 100% Juice
JUICE ORANGE 100% 4+1,10011100023254,3/3 LTR,$244.72,CS,ORANGE JUICE
JUICE ORANGE 100% BLND,00025000062803,1/2.5GAL,$115.12,CS,LIQUID
JUICE ORANGE BLEND,10048500206864,24/10 FOZ,$28.73,CS,INDIVIDUALS
JUICE ORANGE BLEND,10048500206925,12/15.2FZ,$24.95,CS,INDIVIDUALS
Juice Orange Blend,10048500206864,24/10 oz,$32.06,CS,Bottled 100% Juice
JUICE ORANGE CONC 3X1 UNSWTD,10011100071712,12/32 OZ,$113.43,CS,ORANGE JUICE
JUICE ORANGE CONC 5X1 ORIG,10025000064019,4/2.66L,$167.38,CS,MISC
JUICE ORANGE FZN CONC 3X3L 4+1,10011100007759,3/3 LTR,$212.77,CS,ORANGE JUICE
Juice Orange No Pulp,00048500207185,12/11 oz,$25.10,CS,Beverages
Juice Orange PET,00025000062193,24/12 oz,$45.58,CS,Bottled Drinks
Juice Orange PET,10016300166459,12/14 oz,$22.60,CS,Bottled 100% Juice
Juice Orange Plastic Bottle,00025000010699,12/11.5 oz,$24.71,CS,Beverages
JUICE ORANGE PLS BTL,00025000010699,12/11.5OZ,$22.98,CS,SINGLE STRENGTH
JUICE ORANGE PULP FREE,00025000136795,6/46 OZ,$35.42,CS,SINGLE
JUICE ORANGE PURE PREM CRTN,10048500002800,48/6 OZ,$33.73,CS,SINGLE STRENGTH
JUICE ORANGE PURE PREMIUM,10048500201029,8/59 OZ,$58.11,CS,SINGLE STRENGTH
Juice Pineapple Can,10038900009141,48/6 oz,$41.21,CS,100% Juice Cans
JUICE PNAPL 100%,10038900008083,12/46OZ,$43.80,CS,SINGLE STRENGTH
JUICE PNAPL 100%,10038900009141,48/6OZ,$34.66,CS,INDIVIDUALS
JUICE PNAPL BIB,00025000062872,1/2.5GAL,$82.30,CS,PINEAPPLE
Juice Shot Immunity Rebound,00818617022595,10/2 oz,$26.32,CS,Carb Bottled Soda
Juice Shot Immunity Wellness,00818617021031,10/2 oz,$26.32,CS,Carb Bottled Soda
Juice Smoothie Blue Machine,00082592631268,8/15.2 oz,$27.73,CS,Beverages
Juice Smoothie Green Machine,00082592631244,8/15.2 oz,$27.73,CS,Beverages
Juice Smoothie Mighty Mango,00082592631237,8/15.2 oz,$27.73,CS,Beverages
Juice Smoothie Strwbrry Banana,00082592631206,8/15.2 oz,$27.73,CS,Beverages
Juice Strawberry Kiwi PET,10041800301994,12/16 oz,$17.39,CS,Non-Carbonatd Bottle
Juice Strawberry Kiwi PET,00076183003473,12/16 oz,$12.99,CS,Bottled Drinks
JUICE TOMATO CANNED,10051000003666,12/46 OZ,$27.50,CS,SINGLE STRENGTH
JUICE VEG,10051000003369,12/46 OZ,$30.51,CS,SINGLE STRENGTH
KEY LIME JUICE CLASSIC,,1 / 1 GA,$21.79,CS,BEVERAGES
langers cranberry,,12,$0.94,ea,
langers juice orange 12/10 oz,515489,,$14.28/$1.19,cs/ea,
Lemon Original Can,00850003748535,12/12 oz,$20.73,CS,Canned Drinks
LEMONADE FRESH PLS BTL,00025000010682,12/11.5OZ,$22.98,CS,JCE/DRINKS-MISC
LIQ COF BOLD RST 30:1 2-1/2GAL,10078932209218,2/.5 GL,$185.89,CS,BEVERAGE
LIQ COF BYD 100% COL 2/1.7L,10840825032650,2/1.7 LTR,$249.27,CS,BEVERAGE
LIQ COF CACAO FNTSY (ds)2L/4CS,10070461395974,1/2 LT,$33.72,EA,BEVERAGE
LIQ COF COL DK RST DCF.5GL/2CS,00011151350418,1/0.5 GAL,$86.12,EA,BEVERAGE
LIQ COF COLMBIAN BLND .5GL/2CS,10840825007351,1/0.5 GAL,$62.62,EA,BEVERAGE
LIQ COF FOLG 100% COL 2/2L,10025500622054,2/2 LT,$193.24,CS,BEVERAGE
LIQ COF FOLG 100% COL DC 2/2L,10025500622078,2/2 LT,$200.91,CS,BEVERAGE
LIQ COF FOLG 1850 HZ BL 2/2L,10025500015221,2/2 LT,$216.85,CS,BEVERAGE
LIQ COF FOLG 1850 HZ BL2/1.25L,10025500745975,2/1.25 LT,$157.42,CS,BEVERAGE
LIQ COF FOLG SP RSV DC 2/1.25L,10025500622108,2/1.25 LT,$142.35,CS,BEVERAGE
LIQ COF FOLG SPC DK RST2/1.25L,10025500622047,2/1.25 LT,$141.38,CS,BEVERAGE
LIQ COF FOLG SPC RESV 2/1.25L,10025500622092,2/1.25 LT,$139.47,CS,BEVERAGE
LIQ COF FOLG SPC RESV 2/2L,10025500622115,2/2 LT,$187.81,CS,BEVERAGE
LIQ COF MED RST DCF .5GL/2CS,10840825007375,1/0.5 GAL,$71.99,EA,BEVERAGE
Milk Choc 1  Aseptic,30093966008273,24/8 oz,$26.76,CS,BEVERAGES
Minute Maid Fruit Punch 20oz Btl,,24/20oz Btls,$30.46/$1.26,Case/Each,
MinuteMd Drink Pink Lemond PET,10025000058865,24/20 oz,$40.90,CS,Non-Carbonatd Bottle
MIX COCKTAIL BLOODY MARY,00070655000564,6/1LT,$19.70,CS,MISC.
MIX COCKTAIL GRENADINE,10016600000767,12/1L,$44.66/$3.72,CS/EA,MISC.
MIX COCKTAIL SWEET/SOUR RTU,00070655000489,6/1L,$19.71,CS,MISC.
Mountain Dew 16 9z PET,00012000014079,6/4/16.9 oz,$21.29/$3.55,CS/BX,Carb Bottled Soda
Mountain Dew Soda Citrus Can,10012000910279,24/12 oz,$15.73,CS,Carb Cnd Drk/Sda
Mountain Dew Soda Citrus PET,10012000001311,24/20 oz,$35.42,CS,Carb Cnd Drk/Sda
Mountain Dew Soda Diet Ctr Can,10012000809962,24/12 oz,$15.73,CS,Carb Cnd Drk/Sda
Mountain Dew Soda Diet Ctr PET,10012000001342,24/20 oz,$35.42,CS,Carb Cnd Drk/Sda
Mr. Pibb 20oz BTL,915412,24/20oz BTL,$30.46/$1.27,Case/Each,
MX - Canada Dry Club Soda 10oz,515410,24/ca,$28.09/$1.18,case/Each,
MX - Canada Dry Tonic 10oz,515431,24/ca,$19.44/$0.81,Case/Each,
MX - Coke 12oz,515432,24/ca,$0.60,each,
MX - Cranberry Juice,515411,24/case,$1.28,each,
MX - Finest Call Margarita LTR,515412,12/ca,$59.88/$4.99,case/ea,
MX - Finest Call Sweet & Sour LTR,515413,12/ca,$59.04/$4.92,case/ea,
MX - Juice,515414,24/case,$0.93,each,
MX - Orange Juice 10oz,515417,24/ca,$0.95,each,
MX - Pineapple Juice 10oz.,515415,48/c,$1.20,each,
MX - Topo Chico,515437,,$1.28,each,
MX - Welch's Cranberry Juice,515419,12/16oz,$17.39/$1.45,case/1,
MX - Welch's Orange Juice,515420,12/16oz,$24.86/$2.07,case/1,
MX - White Rock Club Soda 10oz,515439,24/ca,$0.94,each,
MX - White Rock Tonic 10oz,515430,24/ca,$0.49,each,
MX - Zing Zang Bloody Mary,515421,12/ca,$4.89,each,
NEXT LEVEL ENERGY,915406,,$4.17,EA,
Orange Juice PET,10016300120048,24/10 oz,$41.20,CS,Bottled Drinks
Passion Fruit Tangerine,10811184031547,12/11.5 oz,$25.35,CS,Canned Drinks
Peppermint Hot Cocoa,10611247385262,4/22/.40 oz,$66.37,CS,Single Cup (ex:Kcup)
Pepsi Diet Soda Can,00012000171857,24/12 oz,$15.73,CS,Carb Cnd Drk/Sda
Pepsi Soda Can 36ct,00012000100109,36/12 oz,$18.06,CS,Carb Cnd Drk/Sda
Pepsi Soda Diet PET,10012000001304,24/20 oz,$35.42,CS,Carb Cnd Drk/Sda
Pepsi Soda Zero Bottle,10012000018807,24/20 oz,$35.42,CS,Carb Bottled Soda
Pink Grapefruit Splash PET,10016300120086,24/10 oz,$25.90,CS,Bottled 100% Juice
Pomegranate Kombucha,10811184031530,12/11.5 oz,$21.44,CS,Canned Drinks
Powerade - Fruit Punch 20oz BTL,915413,24/20oz BTL,$28.77/$1.20,Case/Each,
Powerade - Mountain Blast 20oz BTL,915414,24/20oz BTL,$28.77/$1.20,Case/Each,
Red Bull  8.4oz CAN,915415,24/8.4oz CAN,$32.88/$1.37,Case/Each,
Red Bull 8.4oz CAN,915415,24/8.4oz CAN,$32.88/$1.37,Case/Each,
Red Bull SF 8.4oz CAN,915416,24/8.4oz CAN,$32.88/$1.37,Case/Each,
Red Bull Sudachi Lime Edition,00611269003659,24/12 oz,$58.83,CS,Energy Drinks
Red Bull Sugar Free 20oz,00611269134568,12/20 oz,$47.41,CS,Energy Drinks
Red Bull Watermelon 8.4oz CAN,915418,24/8.4oz CAN,$32.88/$1.37,Case/Each,
remove this grape Fanta,915409,,$1.13,1,
SAU GHD CHOC (den) 6/87.3OZ,10747599620574,1/64 OZ,$24.26,EA,BEVERAGE
SAU GHRD CRML (ds) 6/87.3OZ,10747599417495,748542,$32.09,EA,BEVERAGE
SAUCE CARAMEL,40762111468497,4/63 OZ,$82.20,CS,MISC.
SAUCE CHOCOLATE BITTERSWEET,40762111468473,4/63 OZ,$82.20,CS,MISC.
SAUCE CHOCOLATE WHITE MOCHA,40762111468701,4/63OZ,$82.20,CS,CHOCOLATE
"SGLCUP CAPP CRMEL(d,s)24CT/4CS",10070893028860,1/24 CT,$18.79,EA,BEVERAGE
SGLCUP CAPP FR VAN(ds)24CT/4CS,10070893028822,1/24 CT,$18.79,EA,BEVERAGE
"SGLCUP COCOA (d,s) 24CT/4CS",10070893028808,1/24 CT,$18.79,EA,BEVERAGE
SGLCUP COCOA 24CT/4CS,10850032044568,1/24 CT,$15.98,EA,BEVERAGE
SGLCUP FR VAN CAPP 24CT/4CS,10850032044551,1/24 CT,$15.98,EA,BEVERAGE
Smart Water,10786162338003,2/6/1 ltr,$29.58,CS,Water
Smart Water 1L BTL,915419,12/1L BTL,$27.46/$2.29,Case/Each,
Smooth Vanilla Protein,10856461008775,3/4/11.16 oz,$22.63/$7.54,CS/BX,Bottled Drinks
SMOOTHIE BLUE BLAST 6/25OZ,10840825010658,6/1 LB 9 OZ,$5.13,EA,BEVERAGE
SMOOTHIE FRUIT SIERRA 6/32OZ,10840825010641,1/32 OZ,$5.13,EA,BEVERAGE
SMOOTHIE MNGOMANIA JET64OZ/6CS,,6/64 OZ,$153.07,CS,BEVERAGE
SMOOTHIE STR BOMB JET 64OZ/6CS,,6/64 OZ,$153.07,CS,BEVERAGE
Smoothie Strawberry Banana,10024000260179,6/12 oz,$14.90,CS,Iced Teas
SODA CLUB,00078000031553,24/10OZ,$23.71,CS,BOTTLES
Soda Cola PET,10073800002922,24/20 oz,$16.87,CS,Carb Cnd Drk/Sda
Soda Fruit Punch PET,20090478006950,24/17.7 oz,$24.65,CS,Carb Bottled Soda
Soda Ginger Ale Can,00078000152166,2/12/12 oz,,CS,Carb Cnd Drk/Sda
Soda Ginger Ale Zero Sugar,00078000148169,2/12/12 oz,$13.53,CS,Carb Cnd Drk/Sda
SODA LEMON MINT FLVRSHOT BIB,00012000206740,1/GAL,$64.12,CS,BAG-IN-BOX
SODA LIME  FLVRSHOT BIB,00012000206757,1/GAL,$64.12,CS,BAG-IN-BOX
Soda Lime PET,20090478006974,24/17.7 oz,$24.65,CS,Carb Bottled Soda
SODA ORANGE GRPFRT FLVRSHT BIB,00012000206764,1/GAL,$64.12,CS,BAG-IN-BOX
SODA PEACH FLVRSHOT BIB,00012000206771,1/GAL,$64.12,CS,BAG-IN-BOX
Soda Protein Pineapple Sunrise,10850064950240,12/12 oz,$26.70,CS,Carb Cnd Drk/Sda
Soda Protein Sweet Cherry,10850064950226,12/12 oz,$26.70,CS,Carb Cnd Drk/Sda
Soda Protein Wild Strawberry,10850064950219,12/12 oz,$26.70,CS,Carb Cnd Drk/Sda
SODA RASPBERRY LIME FLVSHT BIB,00012000206733,1/GAL,$64.12,CS,BAG-IN-BOX
SODA STRAWBERRY  FLVRSHOT BIB,00012000206788,1/GAL,$64.12,CS,BAG-IN-BOX
SODA TONIC WATER CAN,00016900009531,24/12 OZ,$13.28,CS,CAN
Soda Variety Pack Glass,30090478231793,12/12.5 oz,$13.17,CS,Carb Bottled Soda
Sparkling Water Black Cherry,10819215020263,2/12/12 oz,$11.67,CS,Carbonated Water
Sparkling Water Lemon Lime,10819215020287,2/12/12 oz,$11.67,CS,Carbonated Water
Sparkling Water Strawberry,10819215020485,2/12/12 oz,$13.02,CS,Carbonated Water
Sparkling Water Watermelon,10819215020249,2/12/12 oz,,CS,Carbonated Water
Sprite & Tea 20oz BTL,915420,24/20oz BTL,$30.46/$1.27,Case/Each,
Sprite 20oz BTL,915421,24/20oz BTL,$30.46/$1.27,Case/Each,
Sprite Soda PET,10049000007647,24/20 oz,$40.90,CS,Carb Cnd Drk/Sda
Sprklng Wtr Lme Elctrlyt Can,00814218021944,12/12 oz,$14.21,CS,Aseptic Drinks
Sprklng Wtr Pch Rspbrry Can,00814218021937,12/12 oz,$14.21,CS,Aseptic Drinks
Sprklng Wtr Pnk Grpefrt Can,00814218021913,12/12 oz,$14.21,CS,Aseptic Drinks
Sprklng Wtr Tngrine Elec Can,00814218021920,12/12 oz,$14.21,CS,Aseptic Drinks
Starry Lemon Lime PET,10012000221511,24/20 oz,$35.42,CS,Carb Bottled Soda
Strawberry Puree,515433,each,$5.33,1,
Sunkist Soda Orange Can,,24/12 oz,$13.53,CS,Carb Cnd Drk/Sda
Sunkist Soda Orange Can,,2/12/12 oz,$13.53,CS,Carb Cnd Drk/Sda
Sunkist Soda Strawberry PET,,24/20 oz,$32.23,CS,100% Juice Cans
SYR WHT CHC GHRD(dS) 6/89.3 OZ,,1/89.3 OZ,$32.09,EA,BEVERAGE
SYRUP  VANLA S/F TOR 750ML/4CS,40089036242804,1/750 ML,$10.85,EA,SYRUPS/TOPPINGS
SYRUP CHERRY COKE BIB,00049000980974,1/5 GAL,$115.95,CS,BAG-IN-BOX
SYRUP CHERRY COKE BIB,00049000982954,1/2.5GAL,$60.50,CS,BAG-IN-BOX
SYRUP COFFEE CARAMEL US,40762111412711,4/1 LTR,$39.60,CS,MISC
SYRUP COFFEE VANILLA US,40762111412735,4/1 LTR,$39.60,CS,MISC
SYRUP COKE CLASSIC 5X1 BIB,00049000981025,1/5GAL,$115.95,CS,BAG-IN-BOX
SYRUP COKE CLASSIC 5X1 BIB,00049000982930,1/2.5GAL,$60.50,CS,BAG-IN-BOX
SYRUP COKE DIET 5X1 BIB,00049000980912,1/5GAL,$115.95,CS,BAG-IN-BOX
SYRUP COKE DIET 5X1 BIB,00049000982947,1/2.5GAL,$60.50,CS,BAG-IN-BOX
SYRUP COKE ZERO SUGAR 2.5 GAL,00049000991512,1/2.5GAL,$60.50,CS,MISC
SYRUP COKE ZERO SUGAR 5X1 BIB,00049000991628,1/5GAL,$115.95,CS,BAG-IN-BOX
SYRUP COLA PEPSI DIET BIB,00012000400063,1/5 GAL,$115.95,CS,BAG-IN-BOX
SYRUP CRML GHRD(dsn)90.4OZ/6CS,10747599620536,1/90.4 OZ,$18.42,EA,BEVERAGE
SYRUP DR PEPPER BIB,00054900710545,1/5GAL,$130.76,CS,BAG-IN-BOX
SYRUP DR PEPPER DIET BIB,00000001005738,1/5GAL,$130.76,CS,BAG-IN-BOX
SYRUP DR PPR DIET BIB,00054900720490,1/2.5GAL,$68.26,CS,BAG-IN-BOX
SYRUP FRUIT PUNCH BIB FLASHIN,00049000981636,1/5GAL,$115.95,CS,BAG-IN-BOX
SYRUP FRUIT PUNCH POWERADE BIB,00049000983180,1/2.5GAL,$60.50,CS,BAG-IN-BOX
