Item Description,GTIN,Pack Type,Price,UOM,Category
PUDDING RICE,10073491730555,2/4 LB,$21.35,CS,BULK
PUDDING TAPIOCA SNACK PACK,10027000554170,48/3.5 OZ,$22.74,CS,MISC
PUDDING VANILLA SNACK PACK,00027000554197,48/3.5 OZ,$22.13,CS,MISC
PUDDING VANILLA TFF 0070156,10071079167021,6/#10,$48.51,CS,READY TO SERVE
PUREE BLOOD ORANGE,,5 / 2.2 LB,$134.05,CS,PANTRY
ROLL CIABATTA SNDW,10013087187882,48/4.5OZ,$46.25,CS,FULLY BAKED
ROLL CINNAMON T&S,00049578813544,24/6 OZ,$33.99,CS,FULLY BAKED
ROLL DINNER .75 OZ PARKERHOUSE,10889356118525,6/32 CT,$33.42,CS,FULLY BAKED
ROLL DINNER ASST PBKD,10781421027001,96/1.5 OZ,$43.72,CS,PAR BAKED
ROLL DINNER FRCH,10781421026004,96/1.5 OZ,$38.21,CS,PAR BAKED
ROLL DINNER HAWAIIAN BKD,10073435002304,10/24CT,$59.39,CS,FULLY BAKED
ROLL GARLIC KNOTS BAKED,50076489867132,192/1.3 OZ,$84.23,CS,FULLY BAKED
ROLL HOAGIE 8 IN UNSL NY STY,10889356118549,12/6 CT,$48.46,CS,FULLY BAKED
ROLL PRETZEL BAVARIAN GRMT 4OZ,10053493070521,80/4 OZ,$64.69,CS,FULLY BAKED
ROLL STEAK MINI,10823056700024,72/2.2 OZ,$29.42,CS,FULLY BAKED
ROLLS FARMHOUSE ASSORTMENT OVENABLE,10731888420013,195 / 1.7 OZ,$75.20,CS,BAKERY
SAUCE ASST DESSERT DESNR TOPPG,10045796026671,12/EA,$53.82,CS,GEL/PUD/TOP-MIS
SAUCE CARAMEL DESIGNER DESSERT,10045796026619,12/17 OZ,$42.00,CS,MISC.
SAUCE CHOCOLATE DESIGNER,10045796026633,12/16 OZ,$51.33,CS,CHOCOLATE
SHELL TACO YEL REG 5 IN,00073731073810,8/25 CT,$19.85,CS,SHELLS
SLICED MULTI GRAIN BREAD GLUTEN FREE,10698997809163,8 / 12 OZ,$52.66,CS,BAKERY
SPRINKLE RAINBOW 8 COLR,00892641002631,4/6LB,$77.50/$19.38,CS/EA,SPRINKLES
STABIFIX F LIQUID CREAM STABILIZER,04014517319049,1 / 2.2 LB,$30.57,CS,PANTRY
SYRUP CHOCOLATE PLAS JUG,10034000305701,6/7.5LB,$86.05/$14.34,CS/EA,CHOCOLATE
SYRUP CHOCOLATE SQUEEZE BOTTLE,00034000312405,24/24 OZ,$88.65,CS,CHOCOLATE
TART SHELL GLUTEN FREE K086,00745378086019,144 / 1.5 IN,$98.45,CS,BAKERY
TART SHELL RND 1.5 SWEET,00020176313018,1/240CT,$113.79,CS,MISC
TART SHELL SAVORY MINI ROUND 1.3,,288 / 1.3 IN,$216.78,CS,BAKERY
TART SHELL SWEET MINI ROUND 1.3,,288 / 1.3 IN,$217.44,CS,BAKERY
TASSO BISCUIT MINI,10810044662549,180 / 77 GR,$72.62,CS,BAKERY
TOAST FRENCH MINI TRIX,10018000373083,72/2.64OZ,$50.58,CS,FRENCH TOAST
TOAST FRENCH STK WHL GRAIN,00041322377203,12/2LB,$59.34,CS,FRENCH TOAST
TOPPING CANDY ENG TOFF MD CHNK,10010700608052,4/3 LB,$69.90,CS,CNDY/COOKE CRSH
TOPPING CARAMEL,10074865197837,6/#5,$70.18,CS,MISC.
TOPPING CARAMEL SQUEEZE BTL FF,30051500025124,12/20 OZ,$37.35,CS,MISC.
TOPPING CHOCOLATE PLATESCAPER,30051500050546,12/19.5OZ,$43.19,CS,BAKE NEEDS-MISC
TOPPING MARSHMALLOW,10027000225308,6/5#,$47.13,CS,MISC.
TOPPING RASPBERRY PLATESCAPER,30051500050577,12/19.5OZ,$44.09,CS,BAKE NEEDS-MISC
TOPPING STRAWBERRY SLI,10074865114339,6/#5,$90.60/$15.10,CS/EA,FRUIT
TORTILLA CORN MINI 4.5 INCH,60027331000808,6/80CT,$22.07,CS,MEXICAN FD-MISC
TORTILLA CORN WHITE 6 IN FRY,60027331027034,6/160CT,$24.72,CS,MEXICAN FD-MISC
TORTILLA FLOUR 10 IN PRESSED,10027331271081,16/12CT,$33.57,CS,SHELLS
TORTILLA FLOUR 14 INCH,80027331027076,8/12CT,$38.01,CS,MEXICAN FD-MISC
TORTILLA FLOUR 8 IN PRESSED,10027331270886,16/12CT,$24.72,CS,SHELLS
TORTILLA FLOUR PRESSED 6 IN,20027331027081,12/24CT,$24.67,CS,SHELLS
TORTILLA FLOUR STREET 4.5,13027331001289,16/20 CT,$17.56,CS,SHELLS
TORTILLA WHEAT WHL 10,20027331027579,12/12 CT,$32.02,CS,SHELLS
VANILLA BEAN PASTE MADAGASCAR BOURBON QT,10025638214329,1 / 32 OZ,$126.17,CS,PANTRY
VANILLA BEANS MADAGASCAR WHOLE,10025638205129,1 / 8 OZ,$243.93,CS,PANTRY
WAFFLE BELGIAN,10686151103684,72/2.4 OZ,$44.22,CS,WAFFLES
WAFFLE BELGIAN AUTHENTIC PEARL SUGAR,70074677701071,15 / 3.5 OZ,$34.96,CS,BAKERY
WAFFLE HOMESTYLE 4,00038000146909,12/12 CT,$23.50,CS,WAFFLES
WAFFLE MAPLE LIEGE EGGO,00038000276101,54/1.94OZ,$42.85,CS,WAFFLES
WAFFLE MINI CINNAMON,00038000923135,72/2.65OZ,$47.53,CS,WAFFLES
Wht Hot Dog Bun,607200,,$1.22,1,
WRAP TORTILLA CHDR/JALAP 12,60027331027515,6/12 CT,$25.52,CS,MISC.
WRAP TORTILLA FLOUR 12,80027331271288,8/12CT,$24.10,CS,MEXICAN FD-MISC
WRAP TORTILLA SPINACH HERB 12,60027331027362,6/12 CT,$25.54,CS,SPECIALTY
WRAP TORTILLA TOMATO BASIL 12,60027331027379,6/12CT,$25.54,CS,MEXICAN FD-MISC
