Item Description,GTIN,Pack Type,Price,UOM,Category
Bagel Plain Cream Chs IW,10823056111387,24/4.07 oz,$35.47,CS,Miscellaneous
Bagel Saus Egg   Cheese BW,10077900513722,12/5.2 oz,$23.05,CS,Breakfast
Baked Variety Pack LSS,00028400499354,2/30/2 oz,$44.05/$22.03,CS/BX,Large Single Serve
BAKING POWDER SINGLE ACTING,,1 / 32 OZ,$12.70,CS,PANTRY
BAKING SODA,10041617007508,24/16OZ,$27.91,CS,PACKAGES
Balance Break SrpChd Cash Cran,00046100019030,4/3/1.5z,$14.88/$3.72,CS/BX,Lunchables/Snacks
Balance Break WtChd Almd Cran,00046100019009,4/3/1.5z,$14.88/$3.72,CS/BX,Lunchables/Snacks
BAMBOO SHOOT SLI,10041224420004,24/8 OZ,$37.04,CS,MISC.
BANANA CHOCOLATE WALNUT BAR,10858030008254,72/1.83OZ,$130.51,CS,MISC
Banana Dipped in PB Drk Chocol,10850012117190,8/5 oz,$34.02,CS,Miscellaneous
BANANA DRIED IN DARK CHOCOLATE,00850241008217,12/2.3 OZ,$25.03,CS,MISC.
Bar Almond   Coconut,00602652178283,12/1.4 oz,$18.73,BX,Miscellaneous Snack
Bar Almond   Coconut,00602652178283,6/12/1.4 oz,$110.01/$18.34,CS/BX,Miscellaneous Snack
Bar Almond Blueberry,00811452030282,6/12/1 oz,$92.10/$15.35,CS/BX,Snacks
Bar Almond Butter,20855569210285,2/8/2.3 oz,$38.09,CS,Miscellaneous Snack
Bar Almond Joy Original,20034000018165,12/24/1.61 oz,$376.55/$31.38,CS/BX,Singles-Chocolate
Bar Almond Vanilla Mini,00752830079694,50/.6 oz,$53.30,CS,Snacks
Bar Apple Pie,00021908418711,16/1.6 oz,$24.56,BX,Granola Bars
Bar Apple Pie,00021908418711,4/16/1.6 oz,$94.76/$23.69,CS/BX,Granola Bars
Bar Banana Bread,10021908495757,16/1.6 oz,$24.56,BX,Granola Bars
Bar Banana Bread,10021908495757,4/16/1.6 oz,$74.29/$18.57,CS/BX,Granola Bars
Bar Banana Bread Protein,30850075778493,12/12/1.94 oz,$325.76/$27.15,CS/BX,Snacks
Bar Big 100 Van Car Churro,10786560000656,4/9/100 gm,$96.79/$24.20,CS/BX,Miscellaneous
Bar Birthday Cake,00788434108102,6/12/2.12 oz,$150.09/$25.02,CS/BX,Miscellaneous
Bar Bluberry Muffin,00021908418667,4/16/1.6 oz,$68.98/$17.25,CS/BX,Granola Bars
Bar Blueberry,00038000357459,3/16/1.3 oz,$35.25/$11.75,CS/BX,Granola Bars
Bar Blueberry,00038000357459,16/1.3 oz,$12.00,BX,Granola Bars
Bar Blueberry Bliss,00722252272010,16/15/1.69 oz,$338.26/$21.14,CS/BX,Miscellaneous Snack
Bar Blueberry Cobbler,00788434106856,6/12/2.12 oz,$150.09/$25.02,CS/BX,Miscellaneous
Bar Blueberry Crisp,00722252502605,12/2.4 oz,$18.15,BX,Miscellaneous Snack
Bar Blueberry Crisp,00722252502605,16/12/2.4 oz,$284.26/$17.77,CS/BX,Miscellaneous Snack
Bar Blueberry Muffin Oat,00602652551611,5/8/1.2 oz,$39.99,CS,Granola Bars
