Item Description,GTIN,Pack Type,Price,UOM,Category
CHICKEN NUG PLANT BASED,00816697020319,2/5 LB,$71.25,CS,PLANTBASED PTRY
CHICKEN POPCORN BRST BITE BRD,00023700485236,2/5LB,$35.11,CS,PROCESSED PRCKD
CHICKEN QUARTER RAW IF FRZN,00031400015301,40/12 OZ,$74.60,CS,RAW PARTS BLK W
CHICKEN SHREDDED TINGA CAFE H,10037600375945,4/5 LB,$88.74,CS,SPECIALTY CHKN
Chicken Smoked Breast Korean,10854088007713,8/2.5 oz,$37.05,CS,Meat Snacks
Chicken Snack Stick Original,10854147008101,48/1 oz,$69.93,CS,Meat Snacks
CHICKEN STRIP BRST CKD GRILL,00075278962312,2/5 LB,$45.57,CS,PROCESSED PRCKD
"CHICKEN TENDER BREADED, RTC, 2/5LB",10816385026804,2/5LB,$33.30,LBS,UNCOOKED BREADED TENDER FRITTERS
CHICKEN TENDER HOMESTYL BRD FC,10079450412586,1/20 LB,$67.28,CS,MISC.
CHICKEN TENDER INCOGMEATO,00028989103598,1/10LB,$74.09,CS,PLANTBASED PTRY
CHICKEN THIGH BNLS FIRE BRAISD,90037600650093,2/6#AVG,$4.83,CS,COOKED P/D DARK
CHICKEN THIGH BNLS SKLS HALAL,00074941553031,4/10 LB,$68.03,CS,BK RAW BNLS THG
CHICKEN THIGH BNLS SKLS LARGE,00023700302304,4/10 LB,$97.04,CS,BK RAW BNLS THG
CHICKEN THIGH BNLS/SKLS RAW,00023700009784,4/10 LB,$137.28,CS,BK RAW BNLS THG
CHICKEN THIGH MEAT B\S DCD1\2,90889356102674,2/5#AVG,$3.91,CS,BK RAW BNLS THG
CHICKEN TNDR BRD HONEY STNG,00023700059147,2/5 BAG,$44.33,CS,PROCESSED PRCKD
CHICKEN TNDR BRD ORIG RNDM,00023700101730,1/10 LB,$39.83,CS,PRCSD RAW BRD
Chicken Tndr Fritter Hs Fc FZ,00023700570598,2/5 lb,$53.18,CS,MEAT
CHICKEN TNDR FRTR GLDN PCK,00023700025845,2/5 LB,$29.48,CS,PROCESSED PRCKD
CHICKEN TNDR FRTTR ORIG,00023700505354,2/5LB,$39.83,CS,PRCSD RAW BRD
CHICKEN WING BNLS BRD,00023700026187,2/5 LB,$30.04,CS,PRCSD RAW BRD
CHICKEN WING BNLS BRD RAW SEL,00023700025616,2/5 LB,$28.36,CS,PRCSD RAW BRD
CHICKEN WING BNLS DING BRD,10075632111254,2/5 LB,$45.01,CS,PROCESSED PRCKD
CHICKEN WING BNLS HMSTY,00023700026248,2/5 LB,$32.18,CS,SPECIALTY CHKN
CHICKEN WING IF 1&2 JT,00023700091499,6/5 LB,$81.02,CS,IFZ BNLS BREAST
CHICKEN WING RSTD PCK,00023700049551,3/5 LB,$64.81,CS,PROCESSED PRCKD
CHICKEN WING STINGER PRCKD 1&2,00023700498397,3/5 LB,$59.75,CS,PROCESSED PRCKD
CHICKEN WING STMD JBO 1&2 JNT,00023700597496,2/5 LB,$41.07,CS,PROCESSED PRCKD
CORN DOG ALL MEAT 4X1,10071068084810,48/4 OZ,$38.44,CS,INDIV SERVNGS
CORN DOG TRKY WHL GRAIN MINI,10071068091801,240/.72 OZ,$41.91,CS,INDIV SERVNGS
CORN DOG TURKEY MINI,10071068091009,240/.67 OZ,$37.25,CS,MISC.
CRAB CAKE .75OZ K802,00745378802015,200 / 0.75 OZ,$243.64,CS,PREPARED FOODS
CRAB RANGOON K366,00745378366005,100 / 0.8 OZ,$107.55,CS,PREPARED FOODS
FINOCCHIONA LARGE SALAMI,90850732006855,3 / 3 LB,$15.54,CS,MEAT
FRANK ALL BEEF 6X1 6 IN,00070247811578,1/10 LB,$49.82,CS,ALL BEEF
FRANK ALL-BEEF 3X1 12IN FZ,20888313971224,2/5 LB,$49.98,CS,ALL BEEF
FRANK ALL-BEEF 4X1 6 IN,00070247810953,1/10 LB,$49.93,CS,ALL BEEF
FRANK ALL-BEEF 8X1 6 IN,00070247810960,1/10 LB,$51.98,CS,ALL BEEF
FRANK ALL-BEEF SLIDER 1.5OZ FZ,20888313917055,2/5 LB,$48.84,CS,ALL BEEF
FRANK ALL-MEAT 8X1 6 IN,10054500167203,2/5 LB,$31.58,CS,ALL MEAT
FRANK TURKEY 8X1,90022655829181,2/5 LB,$22.95,CS,FRTHR PRCSD SYS
"FULLY COOKED SOUS VIDE CHICKEN WING SECTIONS,  2/5LB",10850045623033,2/5LB,$29.90,LBS,FULLY COOKED UNBREADED WINGS
HAM BLACK FOREST W/A FC GHP,90070247590346,2/9-11LB,$4.51,CS,COOKED
HAM BNLS D SHAPED SMK 100% NAT,90037600464881,2/7.5#AV,$5.80,CS,SMOKED
HAM BUFFET 35 PCNT HW FTR,90070919025398,2/8.5 LB,$2.97,CS,COOKED
HAM CAPICOLA BUTT HOT,10074865390931,2/4.5-5#,$5.84,CS,ETHNIC
HAM DICED .25 IN CUBE,10070247141610,2/5 LB,$32.49,CS,DICED/GROUND
HAM PIT BNLS W/A FC GHP,90070100040841,2/12#AVG,$4.29,CS,COOKED
HAM PROSCIUTTO CITTERIO,70000000000009,1/10 #,$9.94,CS,MISC.
HAM SLICED SMK CHERRY NAT FRSH,10037600032930,6/2LB,$78.80,CS,HAM SMOKED
HAM SLICED SMK H\W .5OZ FRESH,00037600394932,6/2 LB,$64.71,CS,HAM WATR/ADDED
Jerky Beef Chili Lime,10815296020871,8/2.7 oz,$39.80,CS,Meat Snacks
Jerky Beef Classic Zero Sugar,10850011381158,12/2 oz,$59.56,CS,Meat Snacks
Jerky Beef Jalapeno,20017082876281,12/2.85 oz,$80.16,CS,Meat Snacks
Jerky Beef Mangon Habanero,10853016002011,12/2.5 oz,$59.56,CS,Meat Snacks
Jerky Beef Original,10017082876314,8/2.85 oz,$53.44,CS,Meat Snacks
Jerky Beef Original,10017082877465,6/10/1.25 oz,$194.01/$32.34,CS/BX,Meat Snacks
Jerky Beef Original,10850011381332,12/2.5 oz,$59.56,CS,Meat Snacks
Jerky Beef Original 70 CalPack,10017082877151,48/.9 oz,$79.62,CS,Meat Snacks
Jerky Beef Original Natural,80070411613034,8/2.7 oz,$42.74,CS,Meat Snacks
Jerky Beef Original Stick,00856584004268,6/24/1.15 oz,$291.65/$48.61,CS/BX,Meat Snacks
Jerky Beef Original USDA,10017082876512,48/.85 oz,$79.62,CS,Meat Snacks
Jerky Beef Peppered,20017082876328,12/2.85 oz,$80.16,CS,Meat Snacks
Jerky Beef Peppered,10017082876321,8/2.85 oz,$53.44,CS,Meat Snacks
Jerky Beef Peppered 70 CalPack,10017082877175,48/.9 oz,$79.62,CS,Meat Snacks
Jerky Beef Peppered Natural,80070411613126,8/2.7 oz,$42.74,CS,Meat Snacks
Jerky Beef Spicy Sesame Garlic,10850011381165,12/2 oz,$59.56,CS,Meat Snacks
