Item Description,UOM,Seq,Pack Type,Price,Last Inventory Qty,Inv Count,Total Price
WINE COOKING SAUTERNE,CS,368,4/1GAL,$44.54,0.00 CS,0.00 CS,$0.00
WINE COOKING SAUTERNE,EA,368,4/1GAL,$11.14,4.00 EA,4.00 EA,$44.56
SYRUP MAPLE PURE DARK ROBUST,CS,369,1 / 1 GA,$76.97,0.00 CS,0.00 CS,$0.00
SYRUP MAPLE PURE DARK ROBUST,EA,369,1 / 1 GA,$76.97,0.00 EA,0.00 EA,$0.00
RED PERUVIAN PEARL PEPPERS EA.,CS,370,1 / 6.6 LB,$37.87,0.00 CS,0.00 CS,$0.00
RED PERUVIAN PEARL PEPPERS EA.,EA,370,1 / 6.6 LB,$37.87,1.00 EA,1.00 EA,$37.87
BAG PLAS 5.5X5.5 HI-DEN CLEAR,CS,371,10/200 CT,$27.61,1.00 CS,1.00 CS,$27.61
BAG PLAS 5.5X5.5 HI-DEN CLEAR,EA,371,10/200 CT,$2.76,0.00 EA,0.00 EA,$0.00
NUT PISTACHIO SHELLED RAW,CS,372,3/2LB,$137.22,1.00 CS,1.00 CS,$137.22
NUT PISTACHIO SHELLED RAW,EA,372,3/2LB,$45.74,1.00 EA,1.00 EA,$45.74
PASTA ROTINI TRICOLOR,CS,373,2/10 LB,$30.88,7.00 CS,7.00 CS,$216.16
PASTA ROTINI TRICOLOR,EA,373,2/10 LB,$15.44,0.00 EA,0.00 EA,$0.00
PEANUT GRANULATED D/RST UNSALT,CS,374,3/2LB,$23.35,3.25 CS,3.00 CS,$70.05
PEANUT GRANULATED D/RST UNSALT,EA,374,3/2LB,$7.78,0.00 EA,0.00 EA,$0.00
NUT PECAN MED FNCY PIECE,CS,375,1/5 LB,$56.44,1.00 CS,2.00 CS,$112.88
NUT PECAN MED FNCY PIECE,EA,375,1/5 LB,$56.44,0.00 EA,0.00 EA,$0.00
SEASONING LIQUID SMOKE HICKORY,CS,376,4/1 GAL,$47.47,0.00 CS,0.00 CS,$0.00
SEASONING LIQUID SMOKE HICKORY,EA,376,4/1 GAL,$11.87,2.00 EA,2.00 EA,$23.74
SPICE PAPRIKA XFCY,EA,377,1/5.25LB,$60.98,0.00 EA,0.00 EA,$0.00
SPICE PAPRIKA XFCY,EA,377,1/5.25LB,$60.98,2.00 EA,1.00 EA,$60.98
SPICE LEMON PEPPER,EA,378,1/28OZ,$16.09,0.00 EA,0.00 EA,$0.00
SPICE LEMON PEPPER,EA,378,1/28OZ,$16.09,0.00 EA,0.00 EA,$0.00
SEASONING POULTRY,EA,379,1/12 OZ,$15.97,0.00 EA,0.00 EA,$0.00
SEASONING POULTRY,EA,379,1/12 OZ,$15.97,7.00 EA,7.00 EA,$111.79
SPICE OREGANO GROUND,EA,380,1/13 OZ,$14.31,0.00 EA,15.00 EA,$214.65
SPICE OREGANO GROUND,EA,380,1/13 OZ,$14.31,14.00 EA,0.00 EA,$0.00
SAUCE CHILI SRIRACHA CHA,CS,381,12/18 OZ,$46.24,1.00 CS,1.00 CS,$46.24
SAUCE CHILI SRIRACHA CHA,EA,381,12/18 OZ,$3.85,8.00 EA,8.00 EA,$30.82
SPICE PEPPER RED CRUSHED,EA,382,1/13OZ,$11.30,0.00 EA,0.00 EA,$0.00
SPICE PEPPER RED CRUSHED,EA,382,1/13OZ,$11.30,1.00 EA,1.00 EA,$11.30
SPICE PARSLEY FLAKE,EA,383,1/10OZ,$16.30,0.00 EA,0.00 EA,$0.00
SPICE PARSLEY FLAKE,EA,383,1/10OZ,$16.30,0.00 EA,0.00 EA,$0.00
TEA MINT MEDLEY,CS,384,1/100 CT,$35.44,0.00 CS,0.00 CS,$0.00
TEA MINT MEDLEY,EA,384,1/100 CT,$35.44,0.00 EA,0.00 EA,$0.00
PRETZEL STICK,CS,385,1/7LB,$19.76,1.00 CS,1.00 CS,$19.76
PRETZEL STICK,EA,385,1/7LB,$19.76,0.00 EA,0.00 EA,$0.00
SPICE GARLIC POWDER BLACK,EA,386,1/25 OZ.,$30.59,0.00 EA,1.00 EA,$30.59
SPICE GARLIC POWDER BLACK,EA,386,1/25 OZ.,$30.59,1.00 EA,0.00 EA,$0.00
SUGAR CONFECTIONER 10X CANE,CS,387,12/2LB,$33.24,0.00 CS,1.00 CS,$33.24
SUGAR CONFECTIONER 10X CANE,EA,387,12/2LB,$2.77,0.00 EA,0.00 EA,$0.00
SAUCE BBQ SMOKEY,CS,388,1/5GAL,$57.19,0.00 CS,0.00 CS,$0.00
SAUCE BBQ SMOKEY,EA,388,1/5GAL,$57.19,0.00 EA,0.00 EA,$0.00
ALMOND BLANCHED SLIVERED RAW,CS,389,3/2LB,$59.54,1.00 CS,1.00 CS,$59.54
ALMOND BLANCHED SLIVERED RAW,EA,389,3/2LB,$19.85,0.00 EA,0.00 EA,$0.00
MIX SOUP FRCH ONION,CS,390,6/20.98Z,$104.12,0.00 CS,0.00 CS,$0.00
MIX SOUP FRCH ONION,EA,390,6/20.98Z,$17.35,5.00 EA,4.00 EA,$69.40
NUT WALNUT GLAZED PCS,CS,391,1/5 LB,$49.12,0.00 CS,2.00 CS,$98.24
NUT WALNUT GLAZED PCS,EA,391,1/5 LB,$49.12,0.00 EA,0.00 EA,$0.00
BOWL PLAS BLK MICROWBLE 24OZ,CS,1,1/300 CT,$78.30,6.50 CS,0.00 CS,$0.00
BOWL PLAS BLK MICROWBLE 24OZ,EA,1,1/300 CT,$78.30,0.00 EA,0.00 EA,$0.00
BOWL PULP 27OZ 6.5X9 OVL BURTO,CS,2,2/150 PC,$91.61,5.00 CS,5.00 CS,$458.05
BOWL PULP 27OZ 6.5X9 OVL BURTO,EA,2,2/150 PC,$45.81,0.00 EA,0.00 EA,$0.00
CHIP MULTIGRAIN GRDN SALSA LSS,CS,3,64/1.5OZ,$45.90,0.00 CS,0.00 CS,$0.00
CHIP MULTIGRAIN GRDN SALSA LSS,EA,3,64/1.5OZ,$0.72,0.00 EA,0.00 EA,$0.00
CHIP MULTIGRAIN HRVST CHDR LSS,CS,4,64/1.5 OZ,$45.90,0.00 CS,0.00 CS,$0.00
CHIP MULTIGRAIN HRVST CHDR LSS,EA,4,64/1.5 OZ,$0.72,0.00 EA,0.00 EA,$0.00
CHIP POTATO JALAPENO KETTLE,CS,5,64/1.375Z,$45.90,0.00 CS,0.00 CS,$0.00
CHIP POTATO JALAPENO KETTLE,EA,5,64/1.375Z,$0.72,0.00 EA,0.00 EA,$0.00
CHIP POTATO SALT & VNGR KETTLE,CS,6,64/1.375Z,$45.90,0.00 CS,0.00 CS,$0.00
CHIP POTATO SALT & VNGR KETTLE,EA,6,64/1.375Z,$0.72,0.00 EA,0.00 EA,$0.00
CHIP TORTILLA NACHO CHS LSS,CS,7,64/1.75OZ,$45.90,0.00 CS,0.00 CS,$0.00
CHIP TORTILLA NACHO CHS LSS,EA,7,64/1.75OZ,$0.72,0.00 EA,0.00 EA,$0.00
COFFEE GRND VERONA REG US,CS,8,28/9 OZ,$241.84,1.50 CS,0.00 CS,$0.00
COFFEE GRND VERONA REG US,EA,8,28/9 OZ,$8.64,0.00 EA,0.00 EA,$0.00
GLOVE NITRILE FDSRV PF BLU LRG,CS,9,10/100CT,$75.03,2.00 CS,1.00 CS,$75.03
GLOVE NITRILE FDSRV PF BLU LRG,EA,9,10/100CT,$7.50,9.00 EA,0.00 EA,$0.00
LID PLAS SLOT F/12/16/24Z CUP,CS,10,10/100CT,$32.01,4.00 CS,4.00 CS,$128.04
LID PLAS SLOT F/12/16/24Z CUP,EA,10,10/100CT,$3.20,0.00 EA,0.00 EA,$0.00
GLOVE VINYL PF GENPURP MED,CS,11,10/100 CT,$37.47,10.00 CS,10.00 CS,$374.70
GLOVE VINYL PF GENPURP MED,EA,11,10/100 CT,$3.75,3.00 EA,1.00 EA,$3.75
GLOVE VINYL PF GENPURP LRG,CS,12,10/100 CT,$37.47,2.00 CS,2.00 CS,$74.94
GLOVE VINYL PF GENPURP LRG,EA,12,10/100 CT,$3.75,4.00 EA,3.00 EA,$11.24
GLOVE VINYL PF GENPURP XL,CS,13,10/100 CT,$37.47,3.00 CS,3.00 CS,$112.41
GLOVE VINYL PF GENPURP XL,EA,13,10/100 CT,$3.75,0.00 EA,8.00 EA,$29.98
GLOVE NITRILE FDSRV PF BLU MED,CS,14,10/100CT,$75.03,3.00 CS,2.00 CS,$150.06
GLOVE NITRILE FDSRV PF BLU MED,EA,14,10/100CT,$7.50,4.00 EA,4.00 EA,$30.01
GLOVE NITRILE FDSRV PF BLU XL,CS,15,10/100CT,$75.03,3.00 CS,2.00 CS,$150.06
GLOVE NITRILE FDSRV PF BLU XL,EA,15,10/100CT,$7.50,1.00 EA,0.00 EA,$0.00
CONTAINER PAPER SOUP 8 OZ,CS,16,20/25 CT,$75.22,1.00 CS,1.00 CS,$75.22
CONTAINER PAPER SOUP 8 OZ,EA,16,20/25 CT,$3.76,0.00 EA,0.00 EA,$0.00
CUP PORTION PLAS TRANS 5.5OZ,CS,17,10/250CT,$70.24,1.00 CS,1.00 CS,$70.24
CUP PORTION PLAS TRANS 5.5OZ,EA,17,10/250CT,$7.02,0.00 EA,0.00 EA,$0.00
CHIP TORTILLA RND WLKTCO,CS,18,18/2.5 OZ,$29.45,4.00 CS,4.00 CS,$117.80
CHIP TORTILLA RND WLKTCO,EA,18,18/2.5 OZ,$1.64,0.00 EA,0.00 EA,$0.00
CHIP CORN SCOOP WLKTCO,CS,19,18/3.5OZ,$29.45,3.00 CS,3.00 CS,$88.35
CHIP CORN SCOOP WLKTCO,EA,19,18/3.5OZ,$1.64,0.00 EA,0.00 EA,$0.00
TOWEL WIPE SANITIZING NO R RED,CS,20,6/95CT,$37.29,4.00 CS,4.00 CS,$149.16
TOWEL WIPE SANITIZING NO R RED,EA,20,6/95CT,$6.22,0.00 EA,0.00 EA,$0.00
CONTAINER PLAS HNG 11X8 BLK/CL,CS,21,1/125 CT,$133.90,3.00 CS,3.00 CS,$401.70
CONTAINER PLAS HNG 11X8 BLK/CL,EA,21,1/125 CT,$133.90,0.00 EA,0.00 EA,$0.00
CONTAINER PLAS MICRO BLK W/LID,CS,22,150/38 OZ,$59.37,3.25 CS,2.25 CS,$133.58
CONTAINER PLAS MICRO BLK W/LID,EA,22,150/38 OZ,$0.40,0.00 EA,0.00 EA,$0.00
CONTAINER MINERAL 8.5X8.5 3CPT,CS,23,2/73 CT,$39.18,0.00 CS,0.00 CS,$0.00
CONTAINER MINERAL 8.5X8.5 3CPT,EA,23,2/73 CT,$19.59,0.00 EA,0.00 EA,$0.00
DRINK MIX VARIETY,CS,24,32/21 OZ,$137.16,3.00 CS,1.00 CS,$137.16
DRINK MIX VARIETY,EA,24,32/21 OZ,$4.29,0.00 EA,0.00 EA,$0.00
LID PLAS DOME NO HOLE 9/12/20,CS,25,1000/EA,$73.85,3.20 CS,2.00 CS,$147.70
LID PLAS DOME NO HOLE 9/12/20,EA,25,1000/EA,$0.07,0.00 EA,0.00 EA,$0.00
CUP PAPER HOT 12OZ,CS,26,1/920 CT,$89.93,1.00 CS,0.50 CS,$44.97
CUP PAPER HOT 12OZ,EA,26,1/920 CT,$89.93,0.00 EA,0.00 EA,$0.00
CUP PORTION PLAS TRANS 2OZ,CS,27,10/250 CT,$29.91,4.00 CS,4.00 CS,$119.64
CUP PORTION PLAS TRANS 2OZ,EA,27,10/250 CT,$2.99,0.00 EA,0.00 EA,$0.00
CONTAINER PLAS DELI NATRL BULK,CS,28,480/32 OZ,$97.58,1.50 CS,1.50 CS,$146.37
CONTAINER PLAS DELI NATRL BULK,EA,28,480/32 OZ,$0.20,0.00 EA,0.00 EA,$0.00
CONTAINER PLAS CLR PET 12 OZ,CS,29,1/240CT,$38.64,0.00 CS,0.00 CS,$0.00
CONTAINER PLAS CLR PET 12 OZ,EA,29,1/240CT,$38.64,0.00 EA,0.00 EA,$0.00
WATER DISTILLED,CS,30,6/1 GAL,$11.90,2.00 CS,2.00 CS,$23.80
WATER DISTILLED,EA,30,6/1 GAL,$1.98,0.00 EA,0.00 EA,$0.00
DRINK MIX LEMONADE,CS,31,15/2 GAL,$66.06,1.00 CS,0.00 CS,$0.00
DRINK MIX LEMONADE,EA,31,15/2 GAL,$4.40,0.00 EA,0.00 EA,$0.00
TOWEL PAPER CENTERPULL BLCHD,CS,32,6/320 CT,$49.39,2.66 CS,2.00 CS,$98.78
TOWEL PAPER CENTERPULL BLCHD,EA,32,6/320 CT,$8.23,0.00 EA,1.00 EA,$8.23
JUICE APPLE ORIG PLAS,CS,33,8/64 OZ,$26.04,8.00 CS,7.00 CS,$182.28
JUICE APPLE ORIG PLAS,EA,33,8/64 OZ,$3.26,4.00 EA,6.00 EA,$19.53
CONTAINER PLAS TAMPERPRF 4CMPT,CS,34,1/252 CT,$71.21,0.00 CS,0.00 CS,$0.00
CONTAINER PLAS TAMPERPRF 4CMPT,EA,34,1/252 CT,$71.21,0.00 EA,0.00 EA,$0.00
BOWL PLAS BLK RND MICROWVBL,CS,35,500/8 OZ,$86.43,1.25 CS,1.00 CS,$86.43
BOWL PLAS BLK RND MICROWVBL,EA,35,500/8 OZ,$0.17,0.00 EA,0.00 EA,$0.00
CONTAINER PAPER #3 TK OUT KRFT,CS,36,2/65CT,$47.28,1.00 CS,0.00 CS,$0.00
CONTAINER PAPER #3 TK OUT KRFT,EA,36,2/65CT,$23.64,0.00 EA,0.00 EA,$0.00
PLATE ROUND 1 CMPNT FIBER 9,CS,37,1/500 CT,$85.97,8.00 CS,1.25 CS,$107.46
PLATE ROUND 1 CMPNT FIBER 9,EA,37,1/500 CT,$85.97,0.00 EA,0.00 EA,$0.00
NAPKIN DINNER 16X15 2P 1/8 WHT,CS,38,24/126 CT,$59.86,2.00 CS,0.00 CS,$0.00
NAPKIN DINNER 16X15 2P 1/8 WHT,EA,38,24/126 CT,$2.49,0.00 EA,0.00 EA,$0.00
CHIP CORN REGULAR,CS,39,8/16OZ,$22.95,2.00 CS,2.00 CS,$45.90
CHIP CORN REGULAR,EA,39,8/16OZ,$2.87,0.00 EA,0.00 EA,$0.00
LID BOWL PLAS F/18/24/32,CS,40,1/300 CT,$38.76,3.00 CS,0.00 CS,$0.00
LID BOWL PLAS F/18/24/32,EA,40,1/300 CT,$38.76,0.00 EA,0.00 EA,$0.00
COCOA MIX HOT ABUELITA,CS,41,6/2LB,$91.66,1.50 CS,1.50 CS,$137.49
COCOA MIX HOT ABUELITA,EA,41,6/2LB,$15.28,0.00 EA,0.00 EA,$0.00
COFFEE GRND DECAF PKS PLACE US,CS,42,28/9 OZ,$241.84,2.00 CS,2.00 CS,$483.68
COFFEE GRND DECAF PKS PLACE US,EA,42,28/9 OZ,$8.64,0.00 EA,0.00 EA,$0.00
CUP PAPER HOT 16OZ,CS,43,20/50 CT,$121.92,0.00 CS,0.00 CS,$0.00
CUP PAPER HOT 16OZ,EA,43,20/50 CT,$6.10,0.00 EA,0.00 EA,$0.00
CUP PLAS CLEAR 9 OZ KC9OF,CS,44,20/50CT,$68.98,1.33 CS,0.25 CS,$17.25
CUP PLAS CLEAR 9 OZ KC9OF,EA,44,20/50CT,$3.45,0.00 EA,0.00 EA,$0.00
DRINK MIX FRUIT PUNCH,CS,45,12/24 OZ,$48.38,1.00 CS,1.00 CS,$48.38
DRINK MIX FRUIT PUNCH,EA,45,12/24 OZ,$4.03,0.00 EA,0.00 EA,$0.00
NAPKIN BEV 9.4X9.4 1PLY,CS,46,8/500 CT,$23.00,6.00 CS,6.00 CS,$138.00
NAPKIN BEV 9.4X9.4 1PLY,EA,46,8/500 CT,$2.88,0.00 EA,0.00 EA,$0.00
NAPKIN DISP XPRESSNP NAT,CS,47,12/500 CT,$50.14,1.00 CS,1.00 CS,$50.14
NAPKIN DISP XPRESSNP NAT,EA,47,12/500 CT,$4.18,0.00 EA,0.00 EA,$0.00
BOWL PLAS PLA SALAD WITH LID,CS,48,150/32 OZ,$74.29,2.00 CS,2.00 CS,$148.58
BOWL PLAS PLA SALAD WITH LID,EA,48,150/32 OZ,$0.50,0.00 EA,0.00 EA,$0.00
CHIP POTATO BBQ SMKHSE KETTLE,CS,49,64/1.375Z,$45.90,0.00 CS,0.00 CS,$0.00
CHIP POTATO BBQ SMKHSE KETTLE,EA,49,64/1.375Z,$0.72,0.00 EA,0.00 EA,$0.00
CHIP POTATO REG SEA SALT,CS,50,64/1.375Z,$45.90,0.00 CS,0.00 CS,$0.00
CHIP POTATO REG SEA SALT,EA,50,64/1.375Z,$0.72,0.00 EA,0.00 EA,$0.00
CHIP POTATO CUBE VARIETY,CS,51,2/30 CT,$42.41,2.00 CS,2.00 CS,$84.82
CHIP POTATO CUBE VARIETY,EA,51,2/30 CT,$21.21,1.00 EA,0.00 EA,$0.00
CONTAINER PLAS DELI CMP 8OZ,CS,52,10/50CT,$79.62,3.00 CS,3.00 CS,$238.86
CONTAINER PLAS DELI CMP 8OZ,EA,52,10/50CT,$7.96,0.00 EA,0.00 EA,$0.00
CONTAINER PLAS DELI RND,CS,53,500/16 OZ,$109.38,3.00 CS,3.00 CS,$328.14
CONTAINER PLAS DELI RND,EA,53,500/16 OZ,$0.22,0.00 EA,0.00 EA,$0.00
CUP PORTION PLAS TRANS 4OZ,CS,54,10/250CT,$49.45,2.00 CS,2.00 CS,$98.90
CUP PORTION PLAS TRANS 4OZ,EA,54,10/250CT,$4.94,0.00 EA,0.00 EA,$0.00
LID PLAS GRNWRE FLAT 12/20,CS,55,10/100,$56.14,7.00 CS,7.00 CS,$392.98
LID PLAS GRNWRE FLAT 12/20,EA,55,10/100,$5.61,0.00 EA,0.00 EA,$0.00
LID PLAS MED PORTION 2 OUNCE,CS,56,20/125 CT,$27.49,2.00 CS,2.00 CS,$54.98
LID PLAS MED PORTION 2 OUNCE,EA,56,20/125 CT,$1.38,0.00 EA,0.00 EA,$0.00
LID PLAS F/ 3.25-5.5 OZ PORTN,CS,57,20/125CT,$39.59,7.00 CS,7.00 CS,$277.13
LID PLAS F/ 3.25-5.5 OZ PORTN,EA,57,20/125CT,$1.98,0.00 EA,0.00 EA,$0.00
LID PLAS DOME CLR MCRWVBL,CS,58,500/5 IN,$57.85,6.00 CS,6.00 CS,$347.10
LID PLAS DOME CLR MCRWVBL,EA,58,500/5 IN,$0.12,0.00 EA,0.00 EA,$0.00
LID PLAS CLR X-SLOT 16/24OZ,CS,59,1000/EACH,$47.01,5.00 CS,6.00 CS,$282.06
LID PLAS CLR X-SLOT 16/24OZ,EA,59,1000/EACH,$0.05,0.00 EA,0.00 EA,$0.00
LID PLAS DOME BLK 12/16 HOTCUP,CS,60,10/100 CT,$48.97,3.00 CS,2.00 CS,$97.94
LID PLAS DOME BLK 12/16 HOTCUP,EA,60,10/100 CT,$4.90,0.00 EA,0.00 EA,$0.00
LID PLAS STRAW SLOT 12-24OZ,CS,61,10/100CT,$26.35,4.00 CS,4.00 CS,$105.40
LID PLAS STRAW SLOT 12-24OZ,EA,61,10/100CT,$2.64,0.00 EA,0.00 EA,$0.00
BOWL PLAS BLK RND MICRWVBL,CS,62,500/16 OZ,$114.68,0.00 CS,0.00 CS,$0.00
BOWL PLAS BLK RND MICRWVBL,EA,62,500/16 OZ,$0.23,0.00 EA,0.00 EA,$0.00
WATER DASANI 20 OZ,EA,63,,$0.69,0.00 EA,"6,137.00 EA","$4,234.53"
WATER DASANI 20 OZ,EA,63,,$0.69,"6,216.00 EA",0.00 EA,$0.00
LID PLAS CLR X-SLOT 12&20 GRNW,CS,64,10/100 CT,$46.89,6.00 CS,5.00 CS,$234.45
LID PLAS CLR X-SLOT 12&20 GRNW,EA,64,10/100 CT,$4.69,0.00 EA,0.00 EA,$0.00
WATER PURIFIED .5,CS,65,24/.5 L,$5.20,16.00 CS,1.00 CS,$5.20
WATER PURIFIED .5,EA,65,24/.5 L,$0.22,0.00 EA,23.00 EA,$4.98
CONTAINER MFPP HNG WHT 8.5 3C,CS,66,2/73CT,$37.54,8.00 CS,2.00 CS,$75.08
CONTAINER MFPP HNG WHT 8.5 3C,EA,66,2/73CT,$18.77,0.00 EA,0.00 EA,$0.00
DRINK MIX LEMONADE,CS,67,12/24 OZ,$48.45,0.00 CS,0.00 CS,$0.00
DRINK MIX LEMONADE,EA,67,12/24 OZ,$4.04,0.00 EA,2.00 EA,$8.08
PLATE ROUND 1 CMPNT FIBER 6,CS,68,1/1000CT,$74.03,7.75 CS,7.75 CS,$573.73
PLATE ROUND 1 CMPNT FIBER 6,EA,68,1/1000CT,$74.03,0.00 EA,0.00 EA,$0.00
TRAY FOOD PLAIN 3LB KRAFT,CS,69,2/250 CT,$26.02,0.00 CS,0.00 CS,$0.00
TRAY FOOD PLAIN 3LB KRAFT,EA,69,2/250 CT,$13.01,0.00 EA,0.00 EA,$0.00
BOWL PLASTIC ROUND 24OZ BLK,CS,70,1/352 CT,$73.14,0.00 CS,0.00 CS,$0.00
BOWL PLASTIC ROUND 24OZ BLK,EA,70,1/352 CT,$73.14,0.00 EA,0.00 EA,$0.00
CONTAINER PLAS CLR HNG BARLOCK,CS,71,"250/8X8X3""",$58.86,1.00 CS,1.00 CS,$58.86
CONTAINER PLAS CLR HNG BARLOCK,EA,71,"250/8X8X3""",$0.24,0.00 EA,0.00 EA,$0.00
BOWL PLAS BLK RND MICROWVBL,CS,72,300/24 OZ,$70.69,0.50 CS,0.00 CS,$0.00
BOWL PLAS BLK RND MICROWVBL,EA,72,300/24 OZ,$0.24,0.00 EA,0.00 EA,$0.00
BLACKBERRY DRISCOLL      12 CT,CS,1,12 CT,$34.20,0.00 CS,0.00 CS,$0.00
BLACKBERRY DRISCOLL      12 CT,EA,1,12 CT,$34.20,0.00 EA,0.00 EA,$0.00
CAULIFLOWER FLORETS     4X5 LB,CS,2,4X5 LB,$53.45,0.00 CS,0.00 CS,$0.00
CAULIFLOWER FLORETS     4X5 LB,EA,2,4X5 LB,$53.45,0.00 EA,0.00 EA,$0.00
BASE VEG NO MSG GF,CS,3,6/1 LB,$39.33,5.00 CS,6.00 CS,$235.98
BASE VEG NO MSG GF,EA,3,6/1 LB,$6.56,0.00 EA,0.00 EA,$0.00
LETTUCE SHREDDED          5 LB,EA,4,5 LB,$9.74,0.00 EA,0.00 EA,$0.00
LETTUCE SHREDDED          5 LB,EA,4,5 LB,$9.74,0.00 EA,0.00 EA,$0.00
SALAD POTATO RED-SK DLX,CS,5,2/5LB,$24.65,7.50 CS,7.00 CS,$172.55
SALAD POTATO RED-SK DLX,EA,5,2/5LB,$12.33,0.00 EA,0.00 EA,$0.00
BASE BEEF LSOD NO MSG GF,CS,6,6/1 LB,$60.24,0.00 CS,0.00 CS,$0.00
BASE BEEF LSOD NO MSG GF,EA,6,6/1 LB,$10.04,0.00 EA,0.00 EA,$0.00
LETTUCE GREEN LEAF FILET 10 LB,CS,7,10 LB,$27.61,0.00 CS,0.00 CS,$0.00
LETTUCE GREEN LEAF FILET 10 LB,EA,7,10 LB,$27.61,0.00 EA,0.00 EA,$0.00
POTATO FINGERLING        50 LB,CS,8,50 LB,$61.70,0.00 CS,0.00 CS,$0.00
POTATO FINGERLING        50 LB,EA,8,50 LB,$61.70,0.00 EA,0.00 EA,$0.00
KALE GREEN               24 CT,CS,9,24 CT,$25.27,0.00 CS,0.00 CS,$0.00
KALE GREEN               24 CT,EA,9,24 CT,$25.27,0.00 EA,0.00 EA,$0.00
ONION YELLOW DICED 1/4  4X5 LB,CS,10,4X5 LB,$42.40,0.00 CS,0.00 CS,$0.00
ONION YELLOW DICED 1/4  4X5 LB,EA,10,4X5 LB,$42.40,0.00 EA,0.00 EA,$0.00
EGGPLANT              18-24 CT,CS,11,18-24 CT,$28.20,0.00 CS,0.00 CS,$0.00
EGGPLANT              18-24 CT,EA,11,18-24 CT,$28.20,0.00 EA,0.00 EA,$0.00
TOMATO CHERRY               CS,CS,12,CS,$30.35,0.00 CS,0.00 CS,$0.00
TOMATO CHERRY               CS,EA,12,CS,$30.35,0.00 EA,0.00 EA,$0.00
PEPPER BELL RED DICED 1/2 5 LB,EA,13,5 LB,$20.99,0.00 EA,0.00 EA,$0.00
PEPPER BELL RED DICED 1/2 5 LB,EA,13,5 LB,$20.99,0.00 EA,0.00 EA,$0.00
ONION RED RING 1/8        5 LB,EA,14,5 LB,$19.79,0.00 EA,0.00 EA,$0.00
ONION RED RING 1/8        5 LB,EA,14,5 LB,$19.79,0.00 EA,0.00 EA,$0.00
THYME                     4 OZ,EA,15,4 OZ,$5.61,0.00 EA,0.00 EA,$0.00
THYME                     4 OZ,EA,15,4 OZ,$5.61,0.00 EA,0.00 EA,$0.00
LEMON JUICE             9/64OZ,CS,16,9/64OZ,$53.00,0.00 CS,3.00 CS,$159.00
LEMON JUICE             9/64OZ,EA,16,9/64OZ,$53.00,3.00 EA,0.00 EA,$0.00
PEPPER BELL GREEN DICED 1 5 LB,EA,17,5 LB,$21.90,0.00 EA,0.00 EA,$0.00
PEPPER BELL GREEN DICED 1 5 LB,EA,17,5 LB,$21.90,0.00 EA,0.00 EA,$0.00
TOMATO DICED 1/4        4X5 LB,CS,18,4X5 LB,$63.20,1.25 CS,0.00 CS,$0.00
TOMATO DICED 1/4        4X5 LB,EA,18,4X5 LB,$63.20,0.00 EA,0.00 EA,$0.00
POTATO PEELED           4X5 LB,CS,19,4X5 LB,$43.40,0.00 CS,0.00 CS,$0.00
POTATO PEELED           4X5 LB,EA,19,4X5 LB,$43.40,0.00 EA,0.00 EA,$0.00
ONION GREEN ICELESS       2 LB,EA,20,2 LB,$11.69,0.00 EA,0.00 EA,$0.00
ONION GREEN ICELESS       2 LB,EA,20,2 LB,$11.69,0.00 EA,0.00 EA,$0.00
YAMS                      5 LB,EA,21,5 LB,$6.89,0.00 EA,0.00 EA,$0.00
YAMS                      5 LB,EA,21,5 LB,$6.89,0.00 EA,0.00 EA,$0.00
GINGER ROOT               1 LB,LB,22,1 LB,$5.53,1.00 LB,0.00 LB,$0.00
GINGER ROOT               1 LB,EA,22,1 LB,$5.53,0.00 EA,0.00 EA,$0.00
BANANA                   40 LB,CS,23,40 LB,$28.61,0.00 CS,0.00 CS,$0.00
BANANA                   40 LB,EA,23,40 LB,$28.61,0.00 EA,0.00 EA,$0.00
BASE CHICKEN NO MSG ZTF,CS,24,6/1 LB,$51.81,3.00 CS,1.50 CS,$77.72
BASE CHICKEN NO MSG ZTF,EA,24,6/1 LB,$8.64,0.00 EA,0.00 EA,$0.00
LETTUCE ICEBERG           6 CT,EA,25,6 CT,$11.61,0.00 EA,0.00 EA,$0.00
LETTUCE ICEBERG           6 CT,EA,25,6 CT,$11.61,0.00 EA,0.00 EA,$0.00
POTATO FINGERLING MIXED  20 LB,CS,26,20 LB,$49.20,0.00 CS,0.00 CS,$0.00
POTATO FINGERLING MIXED  20 LB,EA,26,20 LB,$49.20,0.00 EA,0.00 EA,$0.00
PEPPER BELL GREEN LARGE  25 LB,CS,27,25 LB,$26.15,0.00 CS,0.00 CS,$0.00
PEPPER BELL GREEN LARGE  25 LB,EA,27,25 LB,$26.15,0.00 EA,0.00 EA,$0.00
GREEN LEAF BETTER BURGER 10 LB,CS,28,10 LB,$29.20,0.00 CS,0.00 CS,$0.00
GREEN LEAF BETTER BURGER 10 LB,EA,28,10 LB,$29.20,0.00 EA,0.00 EA,$0.00
SPINACH BUNCH            24 CT,CS,29,24 CT,$31.20,0.00 CS,0.00 CS,$0.00
SPINACH BUNCH            24 CT,EA,29,24 CT,$31.20,0.00 EA,0.00 EA,$0.00
PEAS SUGAR SNAP          10 LB,CS,30,10 LB,$27.76,0.00 CS,0.00 CS,$0.00
PEAS SUGAR SNAP          10 LB,EA,30,10 LB,$27.76,0.00 EA,0.00 EA,$0.00
